Latitude,Longitude,District,State,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
12.75,78.25,Gudupalle,Andhra Pradesh,0,0.02,0.75,0.01,4.32,3.03,1.52,1.82,1.73,3.09,0.75,0.05
12.75,78.5,Kuppam,Andhra Pradesh,0,0.08,0.16,0.01,3.42,2.64,3.21,4.06,2.85,4.15,1.61,0.32
13,78.5,Venkatagirikota,Andhra Pradesh,0,0,0.25,0.03,3.65,3.41,2.52,2.56,2.32,4.6,1.44,0.29
13.25,78.75,Gangavaram,Andhra Pradesh,0.06,0,0.21,0.1,2.73,2.26,1.88,3.27,3.8,5.5,2.05,0.14
13.25,79,Thavanampalle,Andhra Pradesh,0.14,0,0.11,0,2.74,1.32,3.1,4.31,3.82,4.14,2.16,0.2
13.25,79.25,Gangadhara Nellore,Andhra Pradesh,0.08,0,0,0.01,3.01,2.93,3.59,7.06,3.28,3.05,2.33,2.14
13.25,79.75,Vijayapuram,Andhra Pradesh,0,0.09,0,0,0.47,3.31,2.9,4.29,4.44,5.73,4.62,2.58
13.5,78.5,Madanapalle,Andhra Pradesh,0,0,0.78,0.03,1.82,3.52,0.64,2.02,2.59,4.31,1.17,0.15
13.5,78.75,Somala,Andhra Pradesh,0.02,0,0.52,0.02,2.34,1.59,1.16,2.67,3.79,3.23,1.81,0.08
13.5,79,Pakala,Andhra Pradesh,0.01,0,0.9,0,3.34,1.56,1.16,2.97,4.57,2.48,2.1,0.18
13.5,79.25,Ramachandrapuram,Andhra Pradesh,0.03,0.01,0.13,0,2.73,1.53,3.1,7.21,2.68,3.33,2.55,1.04
13.5,79.5,Vadamalapeta,Andhra Pradesh,0,0.09,0,0,1.25,2.68,3.47,6.64,4.6,5.47,3.85,2.24
13.5,79.75,Kumara Venkata Bhupalapuram,Andhra Pradesh,0,0.26,0,0,0.74,1.42,2.38,6.12,4.64,6.47,5.01,2.82
13.5,80,Satyavedu,Andhra Pradesh,0,0.06,0,0,0.61,1.71,2.37,5.22,4.26,8.21,7.19,4.6
13.5,80.25,Tada,Andhra Pradesh,0,0.02,0,0,0.52,2.03,2.56,4.32,3.87,8.79,7.44,4.83
13.75,77,Agali,Andhra Pradesh,0,0,1.08,0.45,5.09,2.06,1,2.12,2.04,4.35,0.66,0.14
13.75,77.5,Hindupur,Andhra Pradesh,0,0,0.4,0.35,3.03,1.57,0.79,3.5,1.87,2.09,0.51,0
13.75,78.25,Pedda Thippasamudram,Andhra Pradesh,0,0,0.59,0.01,2.52,2.66,0.48,2.11,2.52,3.07,1.06,0.28
13.75,78.5,Thamballapalle,Andhra Pradesh,0,0,0.13,0,0.66,1.6,0.62,2.11,2.14,2.68,1.33,0.01
13.75,78.75,Kalikiri,Andhra Pradesh,0,0,0.38,0,1.29,1.7,0.69,2.54,2.63,2.51,1.37,0.05
13.75,79,Pileru,Andhra Pradesh,0,0.01,0.52,0,2.13,1.48,0.93,3.15,3.3,2.71,2.15,0.42
13.75,79.25,Tirupati (Urban),Andhra Pradesh,0.01,0.03,0,0,1.35,2.2,2.14,7.6,1.44,4.54,3.33,1.39
13.75,79.5,Renigunta,Andhra Pradesh,0,0,0,0,0.54,3.27,2.21,8.21,1.17,4.52,3.14,1.18
13.75,79.75,Thottambedu,Andhra Pradesh,0,0.01,0,0,0.81,2.36,1.31,5.55,2.96,6.91,5.64,4.49
13.75,80,Doravarisatram,Andhra Pradesh,0,0.03,0,0,0.72,1.95,1.51,5.54,3.54,7.47,6.46,4.76
14,77,Amarapuram,Andhra Pradesh,0,0,0.75,0.17,3.43,2.01,0.6,1.74,2.08,6.19,0.34,0
14,77.25,Madakasira,Andhra Pradesh,0,0,0.48,0.18,3.35,1.97,0.48,1.57,1.71,5.28,0.43,0
14,77.5,Somandepalle,Andhra Pradesh,0,0,0.14,0.43,3.36,1.53,0.37,1.63,0.8,2.8,0.52,0
14,77.75,Gorantla,Andhra Pradesh,0,0,0.54,0.3,2.55,1.93,0.45,2.22,1.87,2.43,0.64,0
14,78,Obuladevaracheruvu,Andhra Pradesh,0,0,0.68,0.14,1.7,2.59,0.61,1.83,2.46,2.55,0.75,0
14,78.25,Tanakal,Andhra Pradesh,0,0,0.67,0.25,1.28,2.46,0.7,2.51,2.04,2.37,0.68,0
14,78.5,Galiveedu,Andhra Pradesh,0,0,0.6,0.15,0.69,2.22,0.67,3.7,1.57,2.23,0.72,0
14,78.75,Sambepalle,Andhra Pradesh,0,0,0.46,0.18,0.71,1.94,0.66,3.32,1.57,1.94,0.79,0.05
14,79,T Sundupalle,Andhra Pradesh,0,0.01,0.08,0.45,0.63,1.19,0.91,4.55,1.31,2,1.73,0.53
14,79.25,Obulavaripalle,Andhra Pradesh,0,0.04,0,0.53,0.8,1.39,1.69,6.61,1.23,3.77,2.91,1.13
14,79.5,Venkatagiri,Andhra Pradesh,0,0.06,0,0.12,0.7,1.76,2.57,7.48,1.76,4.42,3.88,1.22
14,79.75,Ojili,Andhra Pradesh,0,0.08,0,0,1.15,1.57,3.13,6.67,3.39,4.09,5.19,1.53
14,80,Chittamur,Andhra Pradesh,0,0.06,0,0,0.83,1.59,2.36,5.84,3.46,6.29,5.48,3.57
14.25,77,Kundurpi,Andhra Pradesh,0,0,0.23,0.13,2.99,3.21,1.33,2.79,1.93,7.59,0.8,0.02
14.25,77.75,Kothacheruvu,Andhra Pradesh,0,0,0.33,0.24,1.57,2.46,0.77,1.58,1.81,3.04,0.71,0.03
14.25,78,Bukkapatnam,Andhra Pradesh,0,0,0.52,0.17,1.57,2.63,0.7,1.71,2.44,2.92,0.76,0
14.25,78.25,Talupula,Andhra Pradesh,0,0,0.23,0.38,0.89,2.12,0.99,2.72,1.64,2.84,0.67,0
14.25,78.5,Chakrayapet,Andhra Pradesh,0,0,0.7,0.79,1.33,1.61,0.81,2.25,1.89,2.49,0.52,0
14.25,78.75,Ramapuram,Andhra Pradesh,0,0,0.37,0.19,0.72,1.7,0.9,2.76,1.76,2.25,0.69,0.09
14.25,79,Rajampet,Andhra Pradesh,0,0,0.02,0.06,0.48,1.06,0.64,3.08,1.41,1.08,0.97,0.15
14.25,79.25,Penagalur,Andhra Pradesh,0,0.01,0,1.59,0.49,0.66,1.77,6.58,1.09,2.47,2.46,0.69
14.25,79.5,Rapur,Andhra Pradesh,0.01,0.06,0,1.03,0.64,0.8,2.85,7.06,1.95,3.06,3.57,1.04
14.25,79.75,Sydapuram,Andhra Pradesh,0,0.18,0,0.07,0.94,0.89,3.36,5.54,3.14,3.59,4.64,2.51
14.25,80,Venkatachalam,Andhra Pradesh,0.01,0.22,0,0,0.6,1.04,2.62,4.26,2.63,4.87,4.45,4.7
14.5,77,Brahmasamudram,Andhra Pradesh,0,0,0.58,0.04,2.49,1.85,1.38,2.35,0.86,6.95,0.48,0.01
14.5,77.25,Kambadur,Andhra Pradesh,0,0,0.26,0.27,1.43,2.47,0.96,2.73,1.56,4.08,0.45,0.09
14.5,77.5,Raptadu,Andhra Pradesh,0,0,0.2,0.42,0.67,2.42,0.97,2.23,1.12,2.52,0.57,0.08
14.5,77.75,Bathalapalle,Andhra Pradesh,0,0,0.13,0.34,1.11,2.41,0.99,2.15,1.87,3.13,0.61,0.08
14.5,78,Lingala,Andhra Pradesh,0,0,0.14,0.27,1.74,2.37,0.82,1.38,2.63,4.09,0.77,0.01
14.5,78.25,Thonduru,Andhra Pradesh,0,0,0.11,0.28,0.92,1.93,1.05,2.69,2.36,3.12,0.77,0.04
14.5,78.5,Veerapunayunipalle,Andhra Pradesh,0,0,0.16,0.11,0.23,1.99,1.37,3.57,4.29,2.14,0.98,0.05
14.5,78.75,Vallur,Andhra Pradesh,0,0,0.1,0.23,0.68,1.59,1.55,2.98,3.37,3.29,1.57,0.14
14.5,79,Sidhout,Andhra Pradesh,0,0,0,0.52,0.94,1.21,1.47,2.85,1.98,3.86,2,0.23
14.5,79.25,Gopavaram,Andhra Pradesh,0.01,0.01,0,0.72,1.5,1.74,3.5,3.65,1.29,4.54,3.5,0.44
14.5,79.5,Chejerla,Andhra Pradesh,0.01,0.04,0,0.12,1.52,2.36,4.44,3.05,1.6,4.56,4.38,1
14.5,79.75,Podalakur,Andhra Pradesh,0.01,0.31,0,0,0.27,0.92,1.82,2.45,1.8,5.17,3.93,6.7
14.5,80,Kovur,Andhra Pradesh,0.02,0.26,0,0,0.43,0.82,2.01,2.67,2.64,4.62,4.24,4.86
14.75,77,Kanekal,Andhra Pradesh,0,0,0.63,0.47,2.65,1.79,2.42,1.77,1.4,3.54,0.71,0.39
14.75,77.25,Uravakonda,Andhra Pradesh,0,0,0.26,1.1,1.37,2,1.37,2.18,1.7,2.92,0.37,0.13
14.75,77.5,Kudair,Andhra Pradesh,0,0,0.1,0.82,0.96,2.47,0.9,3.07,2.32,2.63,0.3,0.15
14.75,77.75,Narpala,Andhra Pradesh,0,0,0.07,0.63,1.74,2.21,2.42,3.22,3.04,3.48,0.24,0.18
14.75,78,Putlur,Andhra Pradesh,0,0,0.06,0.3,1.48,1.69,2.38,2.84,3.41,4.52,0.4,0.2
14.75,78.25,Muddanur,Andhra Pradesh,0,0,0.2,0.2,0.32,0.68,2.02,2.26,3.32,5.19,0.66,0.26
14.75,78.5,Yerraguntla,Andhra Pradesh,0,0,0.39,0.25,0.43,1.24,1.64,3.25,5.12,3.59,1.09,0.37
14.75,78.75,S.Mydukur,Andhra Pradesh,0,0,0,0.26,0.92,1.56,2.14,3.04,2.94,3.14,2.03,0.31
14.75,79,Brahmamgarimattam,Andhra Pradesh,0,0,0,0.59,1.31,1.23,2.14,2.61,2.25,5.01,2.47,0.45
14.75,79.25,Marripadu,Andhra Pradesh,0.01,0,0,0.67,1.71,1.48,3.51,2.52,1.42,6.44,3.24,0.63
14.75,79.5,Vinjamur,Andhra Pradesh,0.02,0.04,0,0.1,1.41,2.06,3.86,2.91,1.76,4.22,4.19,1.11
14.75,79.75,Kaligiri,Andhra Pradesh,0.05,0.21,0,0.06,0.28,0.43,1.2,1.69,3.62,4.04,4.15,3.33
14.75,80,Bogole,Andhra Pradesh,0.04,0.23,0.02,0.05,0.27,0.54,1.39,2.02,3.06,4.03,3.91,4.13
15,77,Bommanahal,Andhra Pradesh,0,0.05,0.75,0.77,2.47,1.9,2.83,2.54,1.84,3.33,0.57,0.37
15,77.25,Uravakonda,Andhra Pradesh,0,0,0.46,1.68,1.97,2.12,1.74,2.2,1.34,3.57,0.28,0.41
15,77.5,Pamidi,Andhra Pradesh,0,0,0.53,1.73,2.22,2.2,1.83,2.34,1.25,3.95,0.21,0.51
15,77.75,Peddavadugur,Andhra Pradesh,0,0,0.14,0.55,2.28,2.27,3.27,3.3,3.21,3.82,0.2,0.24
15,78,Tadpatri,Andhra Pradesh,0,0,0.09,0.3,1.99,1.97,3.45,3.06,3.26,4.03,0.29,0.19
15,78.25,Mylavaram,Andhra Pradesh,0,0,0.09,0.09,0.38,1.21,2.54,2.92,3.68,4.37,0.59,0.23
15,78.5,Peddamudium,Andhra Pradesh,0,0,0.14,0.11,0.4,2.45,2.04,2.51,3.43,3.1,0.7,0.2
15,78.75,S.Mydukur,Andhra Pradesh,0,0,0.01,0.09,0.51,2.25,2.56,2.21,1.98,2.73,0.81,0.37
15,79,Porumamilla,Andhra Pradesh,0,0,0,0.79,1.32,1.04,2.72,2.33,1.63,6.27,2.04,0.66
15,79.25,Udayagiri,Andhra Pradesh,0.01,0,0,0.85,1.6,0.9,2.97,2.87,1.11,6.53,2.82,1.08
15,79.5,Varikuntapadu,Andhra Pradesh,0.02,0.01,0.01,0.49,0.91,0.85,1.87,4.94,1.13,2.35,2.9,2.13
15,79.75,Kondapuram,Andhra Pradesh,0.05,0.16,0.04,0.07,0.34,0.46,1.35,1.92,3.69,3.21,3.94,2.34
15,80,Gudluru,Andhra Pradesh,0.04,0.13,0.04,0.1,0.51,0.52,1.63,2.22,3.4,3.06,4.05,2.29
15.25,77.25,Chippagiri,Andhra Pradesh,0,0,1.03,0.64,1.5,2.99,2.67,3.86,1.45,3.02,0.05,0.09
15.25,77.5,Maddikera (East),Andhra Pradesh,0,0,0.89,1.05,2.1,3.51,1.8,3.86,1.37,3.8,0.14,0.41
15.25,77.75,Peapally,Andhra Pradesh,0,0,0.79,0.4,2.43,4.32,2.73,4.41,1.42,3.47,0.21,0.13
15.25,78,Owk,Andhra Pradesh,0,0,0.34,0.3,3.01,2.31,4.92,2.46,2.65,3.29,0.4,0.14
15.25,78.25,Banaganapalle,Andhra Pradesh,0,0,0.05,0.03,0.79,2.03,3.05,3.87,4.94,3.1,0.64,0.22
15.25,78.5,Allagadda,Andhra Pradesh,0,0,0.05,0.03,0.46,2.68,2.75,3,4.19,2.91,0.65,0.13
15.25,78.75,Giddalur,Andhra Pradesh,0,0,0,0.22,0.54,2.25,2.52,2.2,1.79,3.18,0.85,0.28
15.25,79,Komarolu,Andhra Pradesh,0,0,0,0.33,0.8,1.47,2.97,2.51,1.38,4.58,1.44,0.34
15.25,79.25,Chandra Sekhara Puram,Andhra Pradesh,0.01,0.01,0.02,0.79,1.03,0.67,2.37,2.96,1.4,4.45,2.96,1.06
15.25,79.5,Kanigiri,Andhra Pradesh,0.01,0.02,0.09,0.24,0.8,1,2.62,3.65,1.77,1.67,3.09,1.23
15.25,79.75,Ponnaluru,Andhra Pradesh,0,0,0.18,0.02,0.85,1.6,3.8,3.62,1.86,1.1,2.83,0.89
15.25,80,Singarayakonda,Andhra Pradesh,0.04,0.03,0.07,0.06,0.77,0.79,3.31,2.38,2.92,2.81,5.1,1.95
15.5,77,Holagunda,Andhra Pradesh,0,0,0.31,0.28,2.1,1.79,3.22,5.11,1.57,1.99,0.03,0.04
15.5,77.25,Alur,Andhra Pradesh,0,0,1.03,0.38,1.46,3.13,2.75,4.78,1.78,2.54,0.05,0.01
15.5,77.5,Aspari,Andhra Pradesh,0,0,1.05,0.29,1.65,4.23,2.12,5.43,1.6,2.78,0.17,0.05
15.5,77.75,Krishnagiri,Andhra Pradesh,0,0,1.06,0.25,1.94,4.96,2.51,5.38,1.34,3.19,0.25,0.02
15.5,78,Veldurthi,Andhra Pradesh,0,0,0.35,0.21,2.06,2.92,3.47,3.47,4.03,3.6,0.48,0.1
15.5,78.25,Panyam,Andhra Pradesh,0,0,0.12,0,1,2.62,3.36,3.34,5.45,4.18,0.49,0.05
15.5,78.5,Nandyal,Andhra Pradesh,0,0,0.35,0.05,0.77,2.33,3.48,3.69,4.26,3.68,0.71,0.13
15.5,78.75,Bandi Atmakur,Andhra Pradesh,0,0,0,0.52,0.78,1.1,3.37,2.73,1.12,5.47,1.42,0.27
15.5,79,Cumbum,Andhra Pradesh,0,0,0,0.53,0.9,0.62,3.41,2.89,0.88,5.71,2.09,0.26
15.5,79.25,Hanumanthuni Padu,Andhra Pradesh,0,0.03,0,0.33,0.59,0.3,3.14,2.04,1.85,3.29,3.17,0.24
15.5,79.5,Kanigiri,Andhra Pradesh,0.01,0.03,0.02,0.2,0.5,0.29,3.21,1.87,2.26,2.25,3.79,0.39
15.5,79.75,Marripudi,Andhra Pradesh,0.05,0.02,0.03,0.13,1.02,0.53,3.86,1.76,3.24,3.63,6.46,2.02
15.5,80,Santhanuthala Padu,Andhra Pradesh,0.04,0.03,0.03,0.18,1,0.67,3.87,1.95,3.18,3.74,5.8,1.79
15.75,77.25,Adoni,Andhra Pradesh,0,0,0.77,0.54,2.46,2.95,4.07,7.77,2.78,2.01,0.15,0.05
15.75,77.5,Yemmiganur,Andhra Pradesh,0,0,0.9,0.46,2.12,3.36,3.79,6.88,2.64,2.13,0.22,0.04
15.75,77.75,Guduru,Andhra Pradesh,0,0,1.45,0.43,1.37,2.1,4.9,4.98,3.68,2.57,0.28,0.04
15.75,78,Kallur,Andhra Pradesh,0,0,1.46,0.37,1.22,1.61,4.88,4.27,3.94,2.52,0.33,0.06
15.75,78.25,Midthur,Andhra Pradesh,0,0,1.03,0.03,0.72,1.58,3.42,2.13,2.28,3.6,0.98,0.28
15.75,78.5,Pamulapadu,Andhra Pradesh,0,0,1,0.06,1.12,2.14,3.64,4.41,2.82,2.93,0.9,0.17
15.75,78.75,Velgode,Andhra Pradesh,0,0,0.15,0.49,0.83,1.09,3.28,3.27,1.99,4.68,1.31,0.32
15.75,79,Dornala,Andhra Pradesh,0,0,0,0.76,0.58,1.2,2.87,2.42,1.47,5.26,1.32,0.57
15.75,79.25,Markapur,Andhra Pradesh,0,0.02,0,0.23,0.59,0.4,3.7,2.01,2.2,3.24,2.93,0.26
15.75,79.5,Donakonda,Andhra Pradesh,0,0,0,0.02,0.49,0.37,5.75,2.03,1.62,3.75,2.75,0.02
15.75,79.75,Darsi,Andhra Pradesh,0,0.15,0,1.07,0.75,0.56,2.92,2.25,2.93,5.16,2.42,0.13
15.75,80,Addanki,Andhra Pradesh,0.02,0.09,0,0.41,0.86,0.81,3.76,2.07,3.32,4.92,3.9,0.9
15.75,80.25,Chinaganjam,Andhra Pradesh,0.01,0.1,0,0.09,0.81,1.43,4.17,2.87,3.56,5.02,2.4,0.36
16,78.5,Kothapalle,Andhra Pradesh,0,0,1.14,0.04,1.56,2.67,3.6,6.09,4.2,2.04,0.86,0.09
16,78.75,Atmakur,Andhra Pradesh,0,0,0.35,0.29,0.96,1.49,3.35,3.78,4.71,2.76,1.23,0.25
16,79,Dornala,Andhra Pradesh,0,0,0,0.16,0.92,0.85,3.53,3.73,4.92,3.79,1.45,0.36
16,79.25,Yerragondapalem,Andhra Pradesh,0,0,0,0.09,0.83,0.7,4.05,3.43,4.1,4.91,1.98,0.45
16,79.5,Tripuranthakam,Andhra Pradesh,0,0.06,0,0.38,0.6,0.41,4.15,2.22,2.42,4.02,2.59,0.11
16,79.75,Nuzendla,Andhra Pradesh,0,0.09,0,0.61,1.26,0.5,4.41,2.23,2.71,4.4,2.29,0.15
16,80,Ballikurava,Andhra Pradesh,0,0.18,0,0.46,1.24,0.87,4.12,2.57,3.54,4.89,1.87,0.06
16,80.25,Parchur,Andhra Pradesh,0,0.15,0,0.05,0.84,1.48,4.38,2.84,3.88,5.26,1.85,0.14
16,80.5,Ponnur,Andhra Pradesh,0,0.01,0,0,0.98,0.96,5.08,5.21,3.76,4.57,2.25,0.03
16,80.75,Nagaram,Andhra Pradesh,0,0,0,0,1.15,1.2,5.19,5.05,3.53,5,3.05,0.08
16,81,Koduru,Andhra Pradesh,0,0,0,0.02,1.64,1.05,6.67,6.44,4.35,4.36,1.45,0.11
16.25,79.25,Veldurthi,Andhra Pradesh,0,0,0.03,0.02,2.46,0.43,2.81,6.44,5.63,8.37,1.16,0.16
16.25,79.5,Pullalacheruvu,Andhra Pradesh,0,0,0.03,0,2.38,0.71,3.69,4.88,5.71,6.12,0.8,0.05
16.25,79.75,Bollapalle,Andhra Pradesh,0,0.02,0,0.15,2.56,0.81,5.67,2.27,3.57,2.93,0.91,0
16.25,80,Narasaraopet,Andhra Pradesh,0,0.16,0,0,3.15,0.63,6.35,2.67,4,2.9,1.08,0
16.25,80.25,Edlapadu,Andhra Pradesh,0,0.68,0,0,1.96,0.38,5.18,3.71,6.06,3.77,1.23,0
16.25,80.5,Chebrolu,Andhra Pradesh,0,0.02,0,0,0.78,0.43,6.24,4.66,5.52,5.75,1.27,0.03
16.25,80.75,Kollipara,Andhra Pradesh,0,0,0,0,2.58,1.39,6.15,6.51,3.75,3.97,1,0.09
16.25,81,Movva,Andhra Pradesh,0,0,0,0.01,2.2,0.89,7.61,6.64,4.65,4.09,0.76,0.12
16.5,79.25,Macherla,Andhra Pradesh,0,0,0.01,0,4.09,0.04,1.93,9.53,7.16,11.66,1.01,0
16.5,79.5,Macherla,Andhra Pradesh,0,0,0.05,0.01,2.16,0.66,3.62,4.23,6.04,5.58,0.67,0
16.5,79.75,Dachepalle,Andhra Pradesh,0,0,0,0,2.14,0.92,5.47,1.91,3.84,2.13,0.29,0
16.5,80,Bellamkonda,Andhra Pradesh,0,0.04,0,0,3.17,0.64,6.55,2.56,4.1,2.91,0.96,0
16.5,80.25,Pedakurapadu,Andhra Pradesh,0,0.52,0,0,2.94,0.54,5.34,4.18,4.44,4.07,1,0
16.5,80.5,Thullur,Andhra Pradesh,0,0.49,0,0,3.08,0.61,5.77,4.83,3.23,4.38,0.89,0
16.5,80.75,Kankipadu,Andhra Pradesh,0,0.01,0,0,3.85,1.83,5.59,6.26,3.08,3.38,0.47,0.04
16.5,81,Nandivada,Andhra Pradesh,0,0.01,0,0.05,4.08,0.31,7.27,4.32,3.17,2.63,0.99,0.07
16.5,81.25,Kalidindi,Andhra Pradesh,0,0,0,0.12,3.19,0.57,11.43,5.01,8.09,2.48,0.25,0.05
16.5,81.5,Bhimavaram,Andhra Pradesh,0,0,0,0.13,4.11,0.51,7.84,6.22,7.65,3.04,0.21,0.05
16.5,81.75,Yelamanchili,Andhra Pradesh,0.01,0,0,0.15,2.84,0.53,2.42,4.45,8.5,4.11,0.42,0.06
16.5,82,Allavaram,Andhra Pradesh,0.01,0,0.16,0.55,3.5,0.92,3.35,5.08,8.12,4.61,0.72,0.11
16.75,80.25,Chandarlapadu,Andhra Pradesh,0,0.06,0,0,2.23,1.35,4.64,4.36,4.73,2.82,0.79,0
16.75,80.5,G.Konduru,Andhra Pradesh,0,0.14,0,0,4.14,0.26,6.07,4.18,5.43,4.83,1.79,0.01
16.75,80.75,Agiripalle,Andhra Pradesh,0,0.03,0,0.01,4.32,0.19,6.58,4,5.95,4.45,1.94,0.03
16.75,81,Pedavegi,Andhra Pradesh,0,0.08,0,0.05,3.89,0.58,8.14,4.15,5.27,2.85,0.63,0.04
16.75,81.25,Bhimadole,Andhra Pradesh,0,0.01,0,0.12,5.34,1.16,9.11,6.19,5.77,2.45,0.37,0.04
16.75,81.5,Pentapadu,Andhra Pradesh,0.01,0.08,0,0.15,5.08,1.46,7.56,6.32,5.88,2.66,0.69,0.04
16.75,81.75,Peravali,Andhra Pradesh,0.01,0.01,0.36,0.76,3.86,1.23,4.64,5.66,8.63,4.98,0.6,0.09
16.75,82,K. Gangavaram,Andhra Pradesh,0.01,0,0.47,0.98,4.05,1.67,4.19,5.73,4.96,6.41,1.02,0.16
16.75,82.25,Thallarevu,Andhra Pradesh,0.01,0,0.37,0.81,4.34,1.52,4.16,5.13,4.76,5.97,0.93,0.27
17,80.25,Vatsavai,Andhra Pradesh,0,0,0,0,1.87,1.65,6.1,4.76,5.22,3.76,0.8,0
17,80.5,Gampalagudem,Andhra Pradesh,0,0,0,0,2.36,1.52,8.71,4.5,7.14,5.63,0.97,0
17,80.75,Vissannapeta,Andhra Pradesh,0.17,0.03,0,0,3.94,0.35,8.1,4.21,5.83,3.81,1.4,0.01
17,81,Chintalapudi,Andhra Pradesh,0.47,0.02,0,0.03,4.04,0.28,9.81,4.79,4.22,2.1,0.36,0.01
17,81.25,Kamavarapukota,Andhra Pradesh,0.02,0.04,0,0.09,2.44,0.18,7.73,4.02,2.49,3.37,0.26,0.03
17,81.5,Devarapalle,Andhra Pradesh,0.01,0,0,0.12,3.82,0.7,3.03,1.44,0.84,0.95,0.02,0
17,81.75,Rajahmundry (Urban),Andhra Pradesh,0.01,0,0.12,0.32,2.59,0.47,6.37,6.31,7.52,2.59,0.38,0.07
17,82,Rangampeta,Andhra Pradesh,0.03,0,0.17,0.37,5.01,1.56,4.25,4.06,2.66,4.46,1.34,0.18
17,82.25,Kakinada (Rural),Andhra Pradesh,0.01,0,0.31,0.66,4.6,1.43,6.06,5.41,4.17,5.65,0.91,0.33
17.25,81.25,Jeelugu Milli,Andhra Pradesh,0.21,0.01,0,0.02,3.61,0.24,8.24,4.1,5.39,2.34,0.16,0.01
17.25,81.5,Buttayagudem,Andhra Pradesh,0,0,0,0.02,3.99,0.35,6.79,3.67,7.4,2.26,0.25,0.03
17.25,81.75,Devipatnam,Andhra Pradesh,0,0,0,0.08,3.08,0.33,5.14,4.37,5.63,3.38,0.69,0.16
17.25,82,Jaggampeta,Andhra Pradesh,0.01,0,0,0.22,1.43,0.04,5.47,2.14,2.55,2.23,1.38,0.37
17.25,82.25,Prathipadu,Andhra Pradesh,0,0,0,0.03,4.21,0.54,9.81,5.36,4.56,4.18,0.53,0.56
17.25,82.5,Thondangi,Andhra Pradesh,0,0,0.06,0,3.99,0.87,8.34,5.82,4.86,7.09,0.63,0.52
17.5,81.25,Velairpadu,Andhra Pradesh,0.05,0,0,0.04,3.82,0.73,9.82,5.46,8.17,3.09,0.19,0
17.5,81.5,Vararamachandrapuram,Andhra Pradesh,0,0,0,0,3.86,0.58,4.96,7.89,4.49,7.8,0.26,0.03
17.5,81.75,Maredumilli,Andhra Pradesh,0,0,0,0.01,3.29,0.41,5.19,6.37,4.52,5.89,0.74,0.22
17.5,82,Addateegala,Andhra Pradesh,0,0,0.12,0,2.79,0.74,6.28,4.04,3.66,3.47,0.89,0.43
17.5,82.25,Rajavommangi,Andhra Pradesh,0,0,0.16,0,3.65,1.04,7.72,5.52,4.51,6.03,0.61,0.55
17.5,82.5,Kotananduru,Andhra Pradesh,0,0,0.09,0,3.7,0.97,6.02,5.24,5.19,12.04,0.5,0.54
17.5,82.75,Yelamanchili,Andhra Pradesh,0.14,0,0,0.02,3.71,1.36,4.44,6.44,5.55,14.9,0.47,0.44
17.75,81.25,Chintur,Andhra Pradesh,0,0,0,0.12,3.73,1.15,12.49,7.83,9.25,3.35,0.19,0
17.75,81.5,Chintur,Andhra Pradesh,0,0,0.02,0.1,3.67,0.76,8.29,7.65,7.17,5.5,0.18,0
17.75,81.75,Maredumilli,Andhra Pradesh,0,0,0,0.08,3.31,0.45,6.32,5.85,5.02,4.82,0.4,0.17
17.75,82,Y. Ramavaram,Andhra Pradesh,0,0,0.42,0.47,2.99,1.74,6.56,5.1,3.95,5.03,0.78,0.37
17.75,82.25,Koyyuru,Andhra Pradesh,0,0,0.62,0.7,3.49,2.93,5.78,6.64,4.68,7.39,0.43,0.53
17.75,82.5,Koyyuru,Andhra Pradesh,0,0,0.37,0.24,3.45,2.11,4.67,6.59,4.66,8.69,0.51,0.52
17.75,82.75,Ravikamatham,Andhra Pradesh,0.07,0,0,0.01,3.9,2.09,3.78,8.78,5.07,10.39,0.61,0.45
17.75,83,Anakapalle,Andhra Pradesh,0.2,0,0,0.06,3.85,1.93,4.99,9.23,5.24,15.68,0.32,0.44
17.75,83.25,Visakhapatnam (Urban),Andhra Pradesh,0.13,0,0,0.03,3.09,1.95,4.44,9.13,6.02,11.14,0.19,0.43
18,82,Gudem Kotha Veedhi Mandal,Andhra Pradesh,0,0.03,0.86,1.67,3.66,4.26,9.25,9.73,7.53,9.43,0.43,0.12
18,82.5,G.Madugula,Andhra Pradesh,0,0,1.6,3.44,5.61,6.77,6.87,9.53,6.7,14.84,0.08,0.54
18,82.75,Paderu,Andhra Pradesh,0.01,0,0.5,1.28,4.77,3.63,6.06,9.95,5.9,12.84,0.53,0.5
18,83,Devarapalle,Andhra Pradesh,0.14,0,0.14,0.08,3.9,3.34,5.71,9.54,6.31,12.16,0.36,0.45
18,83.25,Jami,Andhra Pradesh,0.07,0,0.03,0.03,2.64,2.22,4.29,8.89,6.19,9.32,0.11,0.44
18,83.5,Bhogapuram,Andhra Pradesh,0.07,0,0.06,0.01,3.12,2.8,4.96,6.71,5.04,8.76,0.57,0.44
18.25,82.5,Peda Bayalu,Andhra Pradesh,0,0,1.97,3.64,5.28,3.97,6.94,9.35,5.93,12.23,0.03,0.34
18.25,82.75,Dumbriguda,Andhra Pradesh,0,0,1.39,2.3,4.81,2.31,6.96,9.56,5.48,11.1,0.24,0.51
18.25,83,Ananthagiri,Andhra Pradesh,0.01,0,0.26,0.63,3.62,2.63,5.62,8.14,5.42,10.64,0.16,0.53
