Latitude,Longitude,District,State,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
10.0,76.75,Kothamangalam,Kerala,2.77,0.3,1.45,4.65,16.23,19.14,28.46,16.62,11.86,20.1,13.8,1.31
10.0,77.0,Devikulam,Kerala,2.59,0.08,1.38,3.55,12.58,10.32,23.79,11.42,8.14,12.07,11.27,2.35
10.0,77.25,Udumbanchola,Kerala,2.8,0.13,1.49,4.31,7.88,1.18,2.31,1.23,0.87,6.46,12.67,5.47
10.0,77.5,Theni,Tamil Nadu,8.75,0.0,2.76,1.15,3.81,1.49,2.28,1.22,1.44,3.06,7.84,3.78
10.0,77.75,Usilampatti,Tamil Nadu,4.69,0.0,0.0,0.98,4.74,2.6,6.17,4.33,4.47,5.66,7.66,2.73
10.0,78.0,Madurai North,Tamil Nadu,5.33,0.02,0.0,0.34,1.09,2.03,4.51,1.95,4.8,7.72,7.78,1.35
10.0,78.25,Melur,Tamil Nadu,4.84,0.0,0.15,0.37,1.62,1.87,2.58,1.83,5.09,8.19,8.16,0.91
10.0,78.5,Sivaganga,Tamil Nadu,5.78,0.0,0.68,0.28,1.96,1.64,2.03,2.31,5.13,8.6,11.07,1.58
10.0,78.75,Karaikkudi,Tamil Nadu,7.74,0.04,0.8,0.53,1.2,1.05,2.2,2.03,5.27,7.77,11.17,1.42
10.0,79.0,Avudayarkoil taluk,Tamil Nadu,10.23,0.01,0.0,1.32,0.91,1.04,0.89,1.18,3.69,13.06,12.85,1.51
10.25,76.0,Unknown,Unknown,2.83,0.18,0.96,2.97,18.09,15.48,23.25,12.99,10.56,16.97,14.55,0.85
10.25,76.25,Chalakkudy,Kerala,5.1,0.0,2.63,3.7,21.76,14.08,24.99,14.13,8.19,18.37,12.18,0.32
10.25,76.5,Aluva,Kerala,2.51,0.26,2.25,3.04,17.64,11.56,23.22,13.54,10.39,19.8,11.32,1.53
10.25,76.75,Kothamangalam,Kerala,2.51,0.53,1.41,2.96,15.41,14.95,30.02,15.9,14.39,18.68,11.35,2.96
10.25,77.0,Valparai,Tamil Nadu,3.39,0.35,1.68,3.28,14.51,13.65,29.93,15.29,12.79,14.95,10.99,2.52
10.25,77.25,Devikulam,Kerala,8.1,0.81,1.24,4.13,5.59,4.29,4.06,6.2,4.49,12.04,11.58,2.42
10.25,77.5,Kodaikanal,Tamil Nadu,5.78,0.5,0.95,2.82,4.06,3.37,2.67,3.39,2.05,7.61,9.03,1.73
10.25,77.75,Athoor,Tamil Nadu,5.3,0.18,0.06,1.06,2.64,2.52,3.49,1.5,1.67,5.98,7.71,1.7
10.25,78.0,Dindigul,Tamil Nadu,7.3,0.39,0.0,1.53,2.69,3.12,1.89,3.05,2.26,9.97,8.09,1.62
10.25,78.25,Natham,Tamil Nadu,4.99,0.03,0.0,0.97,1.8,2.13,2.18,2.12,3.96,7.35,10.26,1.59
10.25,78.5,Ponnamaravathi taluk,Tamil Nadu,7.01,0.0,0.0,0.45,1.72,5.76,0.88,4.21,5.43,9.07,10.47,1.72
10.25,78.75,Thirumayam taluk,Tamil Nadu,5.92,0.39,0.01,0.13,0.79,1.75,0.95,4.54,3.79,8.51,10.52,1.33
10.25,79.0,Aranthangi taluk,Tamil Nadu,13.5,0.0,0.0,0.79,0.35,0.45,1.87,1.85,7.76,7.03,25.26,2.23
10.25,79.25,Peravurani,Tamil Nadu,12.46,0.02,0.0,0.77,0.75,0.82,2.37,2.44,7.48,6.88,19.66,1.8
10.5,76.0,Pālghāt,Kerala,1.0,0.1,0.96,2.18,18.77,14.0,18.96,13.52,9.27,18.99,11.1,0.7
10.5,76.25,Thrissur,Kerala,1.72,0.09,0.62,3.04,21.36,14.7,19.1,14.32,9.29,19.04,12.07,0.75
10.5,76.5,Alathur,Kerala,1.19,0.11,0.73,2.23,8.48,8.56,16.22,7.29,7.37,18.61,7.04,2.1
10.5,76.75,Chittur,Kerala,1.94,0.32,0.7,2.45,10.21,9.06,19.03,9.52,9.05,16.04,10.34,1.99
10.5,77.0,Valparai,Tamil Nadu,3.56,1.24,0.33,1.81,4.43,3.83,7.37,3.79,3.56,8.77,8.66,3.1
10.5,77.25,Udumalaipettai,Tamil Nadu,4.07,1.49,0.0,2.44,0.83,0.7,1.23,0.81,0.69,5.17,11.25,1.71
10.5,77.5,Palani,Tamil Nadu,5.19,0.37,0.0,2.47,0.71,2.84,1.34,2.33,1.41,5.44,15.21,0.97
10.5,77.75,Oddanchatram,Tamil Nadu,5.81,0.24,0.0,3.01,1.15,4.77,3.05,0.42,3.58,7.05,8.5,0.87
10.5,78.0,Vedasandur,Tamil Nadu,5.03,0.03,0.04,0.54,0.67,1.0,2.76,2.21,4.3,6.69,11.45,0.94
10.5,78.25,Manapparai,Tamil Nadu,5.36,0.0,0.04,1.27,0.83,2.05,3.48,1.51,4.82,6.7,13.92,1.91
10.5,78.5,Iluppur taluk,Tamil Nadu,4.89,0.0,0.0,0.59,1.49,4.24,1.84,1.45,4.64,6.89,11.84,0.97
10.5,78.75,Kulathur taluk,Tamil Nadu,5.91,0.0,0.0,0.25,2.22,0.37,2.99,2.35,7.98,10.76,15.23,0.82
10.5,79.0,Pudukkottai taluk,Tamil Nadu,7.02,0.0,0.0,0.08,0.92,0.22,1.05,2.39,4.64,4.85,14.78,1.02
10.5,79.25,Pattukkottai,Tamil Nadu,11.11,0.0,0.0,1.03,2.66,0.27,0.87,4.54,8.06,6.16,20.25,1.2
10.5,79.5,Mannargudi,Tamil Nadu,11.54,0.0,0.0,1.51,1.77,2.23,2.31,2.95,5.39,7.83,25.44,2.41
10.5,79.75,Vedaranyam,Tamil Nadu,12.0,0.01,0.0,1.27,2.5,2.53,2.37,2.32,4.47,10.03,26.19,2.34
10.75,75.75,Unknown,Unknown,1.31,0.01,0.66,3.78,19.61,12.58,15.39,13.78,7.83,19.11,7.87,0.59
10.75,76.0,Ponnani,Kerala,0.99,0.19,2.25,1.79,15.24,9.95,16.49,14.81,11.53,20.15,9.03,0.72
10.75,76.25,Ottappalam,Kerala,1.42,0.0,1.59,5.48,12.73,9.96,16.29,12.07,13.9,21.85,7.58,0.62
10.75,76.5,Alathur,Kerala,1.64,0.0,1.99,2.24,4.45,9.61,17.13,9.28,10.4,14.25,7.66,0.52
10.75,76.75,Palakkad,Kerala,1.96,0.0,0.65,2.38,3.76,4.74,9.13,3.68,4.76,9.72,8.61,1.14
10.75,77.0,Pollachi,Tamil Nadu,3.33,0.82,0.08,1.65,2.34,1.38,3.05,1.18,1.32,7.1,8.34,2.24
10.75,77.25,Madathukulam,Tamil Nadu,3.47,0.59,0.06,0.68,2.58,1.12,0.9,0.66,0.35,5.56,10.91,1.55
10.75,77.5,Dharapuram,Tamil Nadu,3.48,0.48,0.07,0.74,1.0,0.78,1.24,0.33,0.53,3.1,6.82,0.58
10.75,77.75,Dharapuram,Tamil Nadu,6.6,0.01,0.0,2.22,2.42,2.11,2.73,0.17,4.52,7.84,6.64,0.89
10.75,78.0,Vedasandur,Tamil Nadu,3.41,0.0,0.0,0.69,0.3,0.34,1.19,1.78,3.11,6.82,9.58,1.83
10.75,78.25,Kadavur,Tamil Nadu,2.53,0.0,0.01,0.0,0.16,1.13,4.13,1.09,4.04,7.59,7.88,0.67
10.75,78.5,Kulithalai,Tamil Nadu,4.18,0.0,0.45,0.57,1.76,1.97,4.73,3.91,3.53,7.9,12.08,0.98
10.75,78.75,Thiruverumbur,Tamil Nadu,5.5,0.0,0.03,0.28,1.43,1.24,2.66,1.53,3.93,8.37,17.14,0.93
10.75,79.0,Thanjavur,Tamil Nadu,9.11,0.16,0.08,0.32,1.87,1.23,3.31,9.74,3.88,10.42,20.82,0.51
10.75,79.25,Papanasam,Tamil Nadu,10.8,0.1,0.0,1.2,0.8,2.17,0.78,1.45,6.52,9.93,20.55,0.05
10.75,79.5,Kudavasal,Tamil Nadu,11.78,0.1,0.0,0.09,1.44,0.48,0.92,1.55,2.95,14.6,29.74,1.5
10.75,79.75,Kilvelur,Tamil Nadu,10.73,0.28,0.0,0.09,2.08,0.38,3.39,2.65,2.86,14.06,33.68,3.43
11.0,75.75,Unknown,Unknown,3.42,0.1,1.54,3.03,19.84,13.73,17.11,13.63,8.69,18.75,11.76,1.11
11.0,76.0,Ernad,Kerala,2.56,0.75,0.87,6.1,12.58,12.62,15.89,11.79,9.88,17.75,9.55,0.4
11.0,76.25,Perinthalmanna,Kerala,2.14,0.09,2.01,6.24,12.72,10.56,16.56,14.65,12.06,32.22,10.23,2.38
11.0,76.5,Mannarkad,Kerala,1.89,0.06,1.77,4.05,8.3,8.87,15.05,10.99,10.24,23.04,8.71,1.98
11.0,76.75,Coimbatore South,Tamil Nadu,4.94,0.23,0.0,1.36,1.55,0.34,0.69,1.05,1.11,4.98,7.5,2.05
11.0,77.0,Coimbatore North,Tamil Nadu,3.1,0.02,0.0,1.53,1.45,0.07,0.37,0.27,0.9,5.86,7.39,0.97
11.0,77.25,Palladam,Tamil Nadu,2.84,0.22,0.05,3.2,0.86,0.67,1.12,1.26,4.02,6.54,7.0,1.68
11.0,77.5,Kangeyam,Tamil Nadu,3.33,0.08,0.39,2.66,3.07,1.11,2.36,0.54,1.41,4.26,7.37,2.21
11.0,77.75,Kangeyam,Tamil Nadu,3.74,0.59,0.0,2.43,1.39,1.76,1.6,2.28,2.36,6.69,6.56,2.16
11.0,78.0,Aravakurichi,Tamil Nadu,2.89,0.0,0.0,0.98,0.9,1.05,1.44,2.11,3.88,7.08,5.81,2.2
11.0,78.25,Thottiyam,Tamil Nadu,2.77,0.0,0.0,0.42,0.22,1.21,2.89,3.63,4.6,8.41,9.58,0.81
11.0,78.5,Musiri,Tamil Nadu,4.45,0.0,0.0,0.69,1.56,2.81,3.42,1.77,3.37,5.07,15.32,2.43
11.0,78.75,Manachanallur,Tamil Nadu,4.81,0.0,0.01,0.55,1.55,4.25,2.3,1.31,3.69,6.36,13.79,0.92
11.0,79.0,Ariyalur,Tamil Nadu,15.39,1.74,0.95,0.7,5.9,4.92,3.39,1.37,2.16,11.73,17.28,2.76
11.0,79.25,Ariyalur,Tamil Nadu,12.27,0.32,0.0,0.17,1.08,1.21,0.83,8.15,3.89,8.94,19.3,1.83
11.0,79.5,Thiruvidaimarudur,Tamil Nadu,9.15,0.75,0.0,0.02,0.58,1.05,1.43,3.54,3.77,10.43,24.9,2.5
11.0,79.75,Thirunallar Taluk,Puducherry,8.37,0.69,0.0,0.02,1.08,0.73,1.73,2.23,2.69,11.48,29.38,2.0
11.25,75.75,Unknown,Unknown,3.4,0.36,1.5,2.14,22.04,15.45,19.27,12.62,10.2,22.4,12.81,1.05
11.25,76.0,Ernad,Kerala,2.38,0.16,0.1,2.14,10.3,10.2,17.38,12.89,9.14,13.98,6.05,0.4
11.25,76.25,Nilambur,Kerala,2.4,0.02,0.05,2.1,9.61,9.81,18.61,12.16,10.32,15.03,7.58,0.64
11.25,76.5,Kundah,Tamil Nadu,5.35,1.23,2.08,3.33,6.3,4.39,8.19,6.42,3.52,7.66,8.09,2.07
11.25,76.75,Mettupalayam,Tamil Nadu,3.81,1.85,0.45,1.53,2.75,0.49,1.61,3.07,2.58,7.79,8.14,1.03
11.25,77.0,Mettupalayam,Tamil Nadu,4.33,1.24,0.11,2.55,15.23,19.89,38.2,21.41,18.22,23.79,15.82,2.47
11.25,77.25,Avanashi,Tamil Nadu,2.26,0.18,0.0,3.65,0.96,0.85,1.12,2.58,3.8,9.89,7.25,1.37
11.25,77.5,Perundurai,Tamil Nadu,1.24,0.34,0.0,4.8,1.31,0.92,2.13,3.57,2.07,8.64,4.95,1.42
11.25,77.75,Modakkurichi,Tamil Nadu,3.15,0.84,0.0,2.16,1.36,1.67,2.01,2.69,4.26,7.17,6.35,2.37
11.25,78.0,Paramathi-Velur,Tamil Nadu,2.03,0.06,0.0,1.85,0.88,3.16,3.55,2.09,3.52,6.39,8.17,1.12
11.25,78.25,Sendamangalam,Tamil Nadu,2.24,0.09,0.0,1.34,0.73,2.93,5.48,1.21,3.15,5.26,11.92,0.75
11.25,78.5,Thuraiyur,Tamil Nadu,4.07,0.11,0.0,0.86,1.02,2.88,6.74,1.49,5.91,6.51,14.51,1.72
11.25,78.75,Perambalur,Tamil Nadu,4.64,0.03,0.0,1.16,1.57,3.22,5.54,2.66,5.0,9.31,14.8,2.06
11.25,79.0,Kunnam,Tamil Nadu,7.05,0.0,0.0,0.1,1.12,4.91,3.9,4.1,7.59,9.36,19.63,1.71
11.25,79.25,Sendurai,Tamil Nadu,9.86,0.83,0.0,1.01,2.28,2.0,1.97,3.68,5.35,8.71,23.45,2.71
11.25,79.5,Kattumannarkoil,Tamil Nadu,10.13,1.84,0.01,0.09,2.24,1.43,3.14,3.22,3.81,11.67,26.4,5.45
11.25,79.75,Sirkali,Tamil Nadu,9.42,1.35,0.01,0.07,1.16,1.65,2.06,2.26,2.73,9.2,26.19,3.07
11.5,75.5,Unknown,Unknown,5.31,0.16,1.36,1.47,17.02,14.09,20.9,15.63,11.52,16.95,11.17,1.26
11.5,75.75,Koyilandi,Kerala,2.92,0.38,0.9,2.27,18.25,18.39,26.58,14.57,12.06,16.15,11.27,0.85
11.5,76.0,Thamarassery,Kerala,2.1,0.63,0.84,3.66,12.58,14.85,23.34,12.08,8.95,11.37,8.57,0.33
11.5,76.25,Nilambur,Kerala,2.69,0.1,0.05,1.51,12.96,12.64,21.02,11.61,16.28,23.72,11.08,0.77
11.5,76.5,Gudalur,Tamil Nadu,2.5,0.02,0.52,2.2,6.05,6.63,14.04,8.24,5.1,8.37,9.13,1.25
11.5,76.75,Udhagamandalam,Tamil Nadu,5.28,4.09,3.68,3.55,6.48,3.11,4.31,4.86,2.65,10.6,9.04,2.89
11.5,77.0,Sathyamangalam,Tamil Nadu,1.44,0.37,0.04,1.99,3.07,3.03,4.95,4.1,4.52,13.0,7.64,2.48
11.5,77.25,Sathyamangalam,Tamil Nadu,2.36,0.22,0.0,1.24,3.11,2.37,2.13,1.69,3.22,11.9,9.79,0.7
11.5,77.5,Gobichettipalayam,Tamil Nadu,1.21,1.44,0.0,3.2,1.28,1.2,2.12,2.5,2.34,9.07,6.53,1.47
11.5,77.75,Sankari,Tamil Nadu,2.42,1.01,0.0,2.47,1.52,1.57,1.93,2.65,5.02,8.63,7.2,2.23
11.5,78.0,Tiruchengode,Tamil Nadu,1.35,0.0,0.0,3.89,1.96,3.94,5.46,3.12,6.08,11.85,15.39,1.87
11.5,78.25,Rasipuram,Tamil Nadu,3.16,0.13,0.0,1.38,2.51,2.34,7.96,2.43,3.68,3.9,13.66,0.79
11.5,78.5,Attur,Tamil Nadu,2.84,0.2,0.0,1.37,3.27,2.06,10.0,2.57,5.64,5.7,14.01,0.96
11.5,78.75,Gangavalli,Tamil Nadu,5.68,0.07,0.0,0.16,1.73,2.4,3.86,3.95,3.83,8.17,17.96,2.78
11.5,79.0,Veppur,Tamil Nadu,6.35,0.24,0.0,0.09,1.74,2.16,2.45,3.34,4.18,6.28,21.29,2.16
11.5,79.25,Virudhachalam,Tamil Nadu,9.9,0.99,0.0,0.38,3.89,1.69,2.65,3.99,5.36,7.8,24.83,1.94
11.5,79.5,Bhuvanagiri,Tamil Nadu,14.61,2.74,0.03,0.14,2.59,2.83,3.05,3.61,3.94,9.32,32.44,3.23
11.5,79.75,Bhuvanagiri,Tamil Nadu,13.28,4.79,0.02,0.08,1.38,2.57,3.32,3.82,4.05,10.35,34.18,3.48
11.75,75.25,Unknown,Unknown,2.21,0.47,1.07,3.43,17.23,13.36,19.26,16.92,11.97,19.12,10.68,0.57
11.75,75.5,Thalassery,Kerala,4.65,0.75,1.46,3.47,15.46,15.63,19.91,15.87,12.82,17.54,10.61,0.7
11.75,75.75,Vadakara,Kerala,2.43,0.62,0.33,2.98,9.18,14.62,23.35,10.87,9.59,12.79,5.75,0.65
11.75,76.0,Mananthavady,Kerala,1.89,0.66,0.54,4.12,9.24,6.34,14.93,7.38,4.17,10.51,5.61,0.43
11.75,76.25,Sulthanbathery,Kerala,1.72,0.61,0.49,4.01,7.73,5.25,10.95,7.61,3.54,10.31,6.84,0.34
11.75,76.5,Gundlupet taluk,Karnataka,0.87,0.01,0.01,1.95,3.9,1.46,8.95,7.35,3.63,8.06,10.56,0.88
11.75,76.75,Gundlupet taluk,Karnataka,1.58,0.76,0.0,2.81,1.72,1.25,3.38,3.22,0.85,5.81,6.3,0.65
11.75,77.0,Thalavadi,Tamil Nadu,1.47,0.59,0.01,2.55,1.42,0.97,2.44,2.43,1.3,7.19,5.48,1.27
11.75,77.25,Thalavadi,Tamil Nadu,1.24,0.17,0.01,1.91,2.07,1.62,2.39,2.32,2.28,9.42,8.91,1.42
11.75,77.5,Anthiyur,Tamil Nadu,0.68,0.98,0.0,2.04,0.41,2.61,2.35,2.53,4.25,8.21,7.05,2.07
11.75,77.75,Mettur,Tamil Nadu,0.75,0.65,0.0,1.64,0.64,3.41,3.93,3.2,5.89,7.54,7.64,1.74
11.75,78.0,Omalur,Tamil Nadu,2.89,0.06,0.0,2.48,3.95,6.72,8.57,4.13,15.04,11.63,11.99,0.75
11.75,78.25,Yercaud,Tamil Nadu,1.36,0.07,0.0,1.12,1.5,1.84,4.16,1.79,3.8,2.84,4.75,0.39
11.75,78.5,Attur,Tamil Nadu,1.29,0.09,0.0,0.15,0.98,0.85,3.31,1.04,2.09,1.94,4.82,0.52
11.75,78.75,Sankarapuram,Tamil Nadu,6.1,0.37,0.0,0.08,3.43,0.17,4.57,5.26,4.68,6.88,17.99,2.3
11.75,79.0,Kallakkurichi,Tamil Nadu,2.36,0.05,0.0,0.01,1.32,1.35,2.39,2.8,2.26,3.72,17.99,1.22
11.75,79.25,Ulundurpettai,Tamil Nadu,2.33,0.88,0.0,0.04,2.26,1.48,5.39,4.18,3.51,6.68,23.5,1.46
11.75,79.5,Panruti,Tamil Nadu,3.72,8.85,0.0,0.01,2.12,1.44,5.84,4.56,4.05,7.88,35.78,3.13
11.75,79.75,Cuddalore,Tamil Nadu,7.81,7.85,0.0,0.06,1.57,1.62,4.29,4.75,4.29,10.34,35.6,2.89
12.0,75.0,Unknown,Unknown,1.9,0.13,0.5,3.19,16.13,16.62,22.67,17.57,12.2,16.79,10.75,0.29
12.0,75.25,Kodagu,Karnataka,1.71,0.2,0.15,3.27,18.25,19.47,22.22,17.71,13.19,16.59,10.61,0.17
12.0,75.5,Taliparamba,Kerala,2.57,0.25,0.12,4.67,13.25,17.55,23.43,15.79,13.97,18.06,9.08,0.3
12.0,75.75,Iritty,Kerala,1.04,0.52,0.02,3.09,6.48,13.62,15.67,9.42,9.22,13.05,3.82,0.73
12.0,76.0,Ponnampete taluk,Karnataka,0.81,0.5,0.0,2.09,4.0,4.12,7.01,3.2,3.28,12.23,5.34,0.8
