Latitude,Longitude,District,State,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
16.75,73.75,Rajapur Taluka,Maharashtra,0.0,0.0,0.24,0.05,0.08,10.6,35.05,22.06,6.03,1.2,0.05,0.0
16.75,74.0,Unknown,Maharashtra,0.0,0.0,0.17,0.11,0.1,5.89,22.15,15.59,2.41,1.2,0.37,0.0
16.75,74.25,Karvir,Maharashtra,0.0,0.0,0.03,0.19,0.08,2.06,12.88,7.55,1.74,1.24,0.1,0.0
16.75,74.5,Shirol,Maharashtra,0.0,0.0,0.09,0.09,0.42,2.61,10.27,6.15,2.65,0.67,0.13,0.0
16.75,74.75,Miraj,Maharashtra,0.0,0.0,0.2,0.4,1.4,4.83,6.4,3.54,3.16,0.33,0.02,0.0
16.75,75.0,Athani taluku,Karnataka,0.0,0.0,0.24,0.15,1.77,3.79,5.13,3.53,3.76,0.32,0.0,0.0
16.75,75.25,Athani taluku,Karnataka,0.0,0.0,0.27,0.21,1.37,3.41,4.35,2.56,4.02,0.45,0.02,0.0
16.75,75.5,Tikota taluka,Karnataka,0.0,0.0,0.79,0.2,1.43,2.07,4.33,2.21,4.35,0.33,0.0,0.0
16.75,75.75,Bijapur Taluk,Karnataka,0.0,0.0,0.76,0.3,1.17,2.71,4.19,2.12,5.52,0.35,0.0,0.0
16.75,76.0,Basavana Bagevadi Taluku,Karnataka,0.0,0.0,0.22,0.29,1.35,4.58,3.35,2.03,3.51,0.13,0.0,0.04
16.75,76.25,Sindagi taluku,Karnataka,0.0,0.0,0.04,0.29,1.46,3.35,3.73,2.67,5.62,0.31,0.22,0.01
16.75,76.5,Yadrami taluku,Karnataka,0.0,0.0,0.03,0.25,1.09,3.09,3.14,2.75,4.66,0.43,0.2,0.04
16.75,76.75,Shahapura taluku,Karnataka,0.0,0.0,0.0,0.0,0.2,3.15,5.05,1.99,9.17,0.0,0.0,0.01
16.75,77.0,Shahapura taluku,Karnataka,0.0,0.0,0.0,0.0,0.78,4.66,6.33,2.47,10.21,0.71,0.0,0.02
16.75,77.25,Yadagiri taluku,Karnataka,0.01,0.0,0.0,0.06,1.95,4.36,5.83,1.47,8.2,1.3,0.32,0.0
16.75,77.5,Narayanpet mandal,Telangana,0.02,0.0,0.0,0.1,2.18,4.51,5.0,1.24,7.13,0.69,0.07,0.0
16.75,77.75,Koilkonda mandal,Telangana,0.01,0.0,0.0,0.0,5.19,4.44,3.32,4.42,8.31,0.29,0.58,0.01
16.75,78.0,Mahabubnagar_Urban mandal,Telangana,0.0,0.0,0.0,0.0,2.93,4.08,3.4,5.56,5.63,0.83,1.0,0.0
16.75,78.25,Midjil mandal,Telangana,0.0,0.0,0.0,0.13,1.47,3.64,0.91,2.4,10.37,0.5,0.11,0.01
16.75,78.5,Veldanda mandal,Telangana,0.01,0.0,0.0,0.07,1.3,2.66,0.94,1.77,9.36,0.49,0.0,0.07
16.75,78.75,Charakonda mandal,Telangana,0.03,0.0,0.0,0.0,1.53,3.68,2.24,2.98,8.48,0.89,0.0,0.2
16.75,79.0,Kondamallapally mandal,Telangana,0.01,0.0,0.0,0.0,2.48,3.49,3.64,3.25,11.68,1.46,0.0,0.16
16.75,79.25,Peddavoora mandal,Telangana,0.06,0.0,0.01,0.0,2.69,4.35,4.28,6.39,15.61,2.58,0.01,0.04
16.75,79.5,Tripuraram mandal,Telangana,0.05,0.0,0.02,0.0,2.43,4.45,3.11,8.22,15.5,2.12,0.01,0.04
16.75,79.75,Palakeedu mandal,Telangana,0.0,0.0,0.0,0.0,2.32,5.18,3.53,6.25,11.95,1.64,0.09,0.11
16.75,80.0,Chinthala palem mandal,Telangana,0.0,0.0,0.0,0.0,2.36,5.61,3.48,5.32,9.38,1.59,0.19,0.11
16.75,80.25,Chandarlapadu,Andhra Pradesh,0.04,0.0,0.0,0.0,2.53,6.55,2.47,5.29,8.33,2.48,0.11,0.06
16.75,80.5,G.Konduru,Andhra Pradesh,0.14,0.0,0.02,0.0,2.79,12.12,3.54,4.57,6.33,3.56,0.5,0.09
16.75,80.75,Agiripalle,Andhra Pradesh,0.13,0.0,0.0,0.0,2.47,11.44,4.07,4.32,7.46,3.56,0.62,0.06
16.75,81.0,Pedavegi,Andhra Pradesh,0.01,0.0,0.0,0.0,2.52,8.86,5.79,3.95,9.38,1.73,0.67,0.01
16.75,81.25,Bhimadole,Andhra Pradesh,0.0,0.0,0.0,0.0,4.46,7.74,5.59,5.85,10.54,0.84,0.05,0.07
16.75,81.5,Pentapadu,Andhra Pradesh,0.0,0.0,0.0,0.0,4.07,9.86,9.81,2.52,12.36,1.25,0.03,0.0
16.75,81.75,Peravali,Andhra Pradesh,0.18,0.0,0.37,0.48,6.47,8.16,5.33,5.57,7.69,2.13,0.48,0.19
16.75,82.0,K. Gangavaram,Andhra Pradesh,0.08,0.0,0.61,0.8,5.51,6.91,6.78,6.24,8.96,1.33,0.65,0.25
16.75,82.25,Thallarevu,Andhra Pradesh,0.05,0.0,0.44,0.56,4.88,7.21,6.97,6.58,8.72,1.48,0.61,0.17
17.0,73.25,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,38.99,44.58,26.11,21.1,4.29,0.0,0.0
17.0,73.5,Ratnagiri Taluka,Maharashtra,0.0,0.0,0.01,0.01,0.0,24.52,53.22,30.62,20.86,2.68,0.0,0.0
17.0,73.75,Sangameshwar Taluka,Maharashtra,0.0,0.0,0.22,0.04,0.16,8.48,29.44,18.51,4.46,1.1,0.16,0.0
17.0,74.0,Shirala,Maharashtra,0.0,0.0,0.13,0.03,0.4,4.44,18.39,10.24,3.15,0.72,0.23,0.0
17.0,74.25,Walwa,Maharashtra,0.0,0.0,0.07,0.04,0.24,2.7,10.53,5.05,2.16,0.84,0.07,0.0
17.0,74.5,Palus,Maharashtra,0.0,0.0,0.24,0.29,0.05,3.34,7.07,3.54,4.65,0.23,0.38,0.0
17.0,74.75,Kavathemahankal,Maharashtra,0.0,0.0,0.85,0.44,0.45,6.76,5.24,2.07,4.54,0.19,0.1,0.0
17.0,75.0,Kavathemahankal,Maharashtra,0.0,0.0,0.55,0.32,1.05,6.55,4.18,2.15,6.39,0.22,0.01,0.0
17.0,75.25,Jat,Maharashtra,0.0,0.0,0.49,0.47,1.64,6.08,3.71,2.0,6.24,0.22,0.0,0.0
17.0,75.5,Jat,Maharashtra,0.0,0.0,0.11,0.76,3.64,3.56,3.08,1.85,3.17,0.4,0.0,0.0
17.0,75.75,Bijapur Taluk,Karnataka,0.0,0.0,0.22,0.42,1.42,3.18,3.13,1.9,5.89,1.14,0.0,0.0
17.0,76.0,Indi taluku,Karnataka,0.0,0.0,0.16,0.28,1.29,4.76,2.69,1.47,4.09,0.51,0.0,0.0
17.0,76.25,Sindagi taluku,Karnataka,0.02,0.0,0.07,0.28,1.33,4.86,3.93,2.17,7.06,0.76,0.2,0.02
17.0,76.5,Jevargi taluku,Karnataka,0.0,0.0,0.0,0.08,0.51,3.52,2.73,1.17,5.12,0.36,0.02,0.02
17.0,76.75,Jevargi taluku,Karnataka,0.0,0.0,0.0,0.26,1.49,2.81,6.2,1.17,9.15,0.99,0.01,0.0
17.0,77.0,Chitapura taluku,Karnataka,0.0,0.0,0.07,0.19,1.59,6.33,9.29,2.31,10.45,2.28,0.04,0.01
17.0,77.25,Sedam taluku,Karnataka,0.0,0.0,0.0,0.08,2.02,4.28,5.71,1.73,9.28,1.09,0.35,0.0
17.0,77.5,Doulthabad mandal,Telangana,0.0,0.0,0.41,0.0,2.93,4.64,4.55,0.84,12.53,0.14,0.0,0.0
17.0,77.75,Kosgi mandal,Telangana,0.03,0.0,0.0,0.02,1.9,4.47,2.8,3.37,13.2,1.02,0.0,0.02
17.0,78.0,Chowdergudem mandal,Telangana,0.0,0.0,0.0,0.16,4.1,4.03,3.95,2.76,10.93,1.75,0.14,0.0
17.0,78.25,Keshampeta mandal,Telangana,0.0,0.0,0.07,0.02,2.61,3.85,6.86,3.48,8.89,0.48,0.0,0.02
17.0,78.5,Kadthal mandal,Telangana,0.0,0.0,0.03,0.0,3.5,2.52,4.58,4.06,8.12,0.17,0.0,0.01
17.0,78.75,Yacharam mandal,Telangana,0.02,0.0,0.12,0.0,2.74,2.9,3.44,3.29,9.03,0.58,0.0,0.11
17.0,79.0,Chandur mandal,Telangana,0.01,0.0,0.06,0.0,3.24,3.88,4.72,3.28,15.54,1.08,0.0,0.12
17.0,79.25,Kanagal mandal,Telangana,0.05,0.0,0.01,0.0,3.02,4.75,4.76,4.7,15.62,1.89,0.0,0.05
17.0,79.5,Madugulapally mandal,Telangana,0.09,0.0,0.01,0.0,3.06,6.79,5.41,5.13,15.35,2.09,0.01,0.0
17.0,79.75,Penpahad mandal,Telangana,0.22,0.0,0.05,0.0,1.95,3.13,3.84,2.99,11.81,1.81,0.05,0.02
17.0,80.0,Kodad mandal,Telangana,0.01,0.0,0.02,0.0,1.95,5.96,2.91,3.9,11.03,1.87,0.04,0.01
17.0,80.25,Vatsavai,Andhra Pradesh,0.0,0.0,0.22,0.0,2.31,7.15,3.62,4.71,8.74,2.89,0.0,0.0
17.0,80.5,Gampalagudem,Andhra Pradesh,0.06,0.0,0.27,0.0,2.39,10.56,5.63,4.02,8.84,3.01,0.16,0.01
17.0,80.75,Vissannapeta,Andhra Pradesh,0.09,0.0,0.0,0.0,2.07,11.58,5.11,4.36,9.48,3.16,0.68,0.03
17.0,81.0,Chintalapudi,Andhra Pradesh,0.0,0.0,0.0,0.0,2.91,10.39,7.26,6.15,14.21,1.93,0.88,0.0
17.0,81.25,Kamavarapukota,Andhra Pradesh,0.0,0.0,0.0,0.0,3.03,11.83,7.21,7.09,7.52,1.8,1.03,0.0
17.0,81.5,Devarapalle,Andhra Pradesh,0.06,0.0,0.01,0.0,2.97,6.11,6.55,6.2,8.16,0.84,0.03,0.1
17.0,81.75,Rajahmundry (Urban),Andhra Pradesh,0.0,0.0,0.14,0.18,1.64,9.34,9.29,4.74,11.12,1.97,0.31,0.01
17.0,82.0,Rangampeta,Andhra Pradesh,0.0,0.0,0.2,0.27,6.88,4.8,6.42,3.35,6.96,0.9,0.76,0.37
17.0,82.25,Kakinada (Rural),Andhra Pradesh,0.0,0.0,0.39,0.49,5.16,5.57,7.78,4.99,8.78,1.33,0.59,0.19
17.25,73.25,Ratnagiri Taluka,Maharashtra,0.0,0.0,0.01,0.03,0.0,28.78,46.36,27.03,20.5,3.31,0.0,0.0
17.25,73.5,Sangameshwar Taluka,Maharashtra,0.0,0.0,0.11,0.03,0.0,20.45,47.9,29.93,19.52,2.02,0.0,0.0
17.25,73.75,Shirala,Maharashtra,0.0,0.0,0.23,0.03,0.01,6.45,26.15,19.76,5.66,0.75,0.01,0.0
17.25,74.0,Patan,Maharashtra,0.0,0.0,0.2,0.02,0.01,3.34,12.68,6.86,3.1,1.76,0.01,0.02
17.25,74.25,Karad,Maharashtra,0.0,0.0,0.27,0.01,0.29,2.76,7.09,3.63,3.76,0.91,0.1,0.07
17.25,74.5,Khanapur,Maharashtra,0.0,0.0,0.57,0.05,0.49,2.94,4.57,2.87,5.94,0.39,0.26,0.1
17.25,74.75,Khanapur,Maharashtra,0.0,0.0,1.46,0.35,0.48,4.39,4.08,1.87,4.6,0.34,0.07,0.04
17.25,75.0,Sangole,Maharashtra,0.0,0.0,0.83,0.46,0.73,4.72,3.53,2.24,5.17,0.82,0.01,0.08
17.25,75.25,Sangole,Maharashtra,0.0,0.0,0.35,0.6,0.94,3.95,4.0,2.24,5.22,0.71,0.38,0.07
17.25,75.5,Mangalvedhe,Maharashtra,0.0,0.0,0.03,0.53,2.04,2.86,3.57,2.27,4.46,1.0,0.55,0.0
17.25,75.75,Chadachana taluku,Karnataka,0.0,0.0,0.04,0.24,0.8,2.7,2.43,1.59,7.25,2.06,0.0,0.0
17.25,76.0,Indi taluku,Karnataka,0.02,0.0,0.14,0.2,0.73,3.6,3.88,1.27,7.24,1.79,0.0,0.0
17.25,76.25,Afzalpura taluku,Karnataka,0.06,0.0,0.19,0.28,1.61,6.14,3.72,1.85,6.71,1.75,0.0,0.02
17.25,76.5,Afzalpura taluku,Karnataka,0.0,0.0,0.14,0.47,0.94,5.47,5.84,1.46,10.44,0.99,0.0,0.01
17.25,76.75,Kalaburagi taluku,Karnataka,0.0,0.0,0.22,0.57,0.88,7.28,7.99,2.22,11.87,1.63,0.0,0.0
17.25,77.0,Chitapura taluku,Karnataka,0.0,0.0,0.24,0.31,1.44,6.62,7.18,2.38,11.28,1.87,0.0,0.0
17.25,77.25,Kalagi taluku,Karnataka,0.0,0.0,0.33,0.4,3.35,8.86,10.84,2.27,12.97,1.57,0.0,0.0
17.25,77.5,Basheerabad mandal,Telangana,0.0,0.0,0.03,0.01,2.56,9.17,7.9,1.94,17.4,1.79,0.0,0.0
17.25,77.75,Dharoor mandal,Telangana,0.03,0.0,0.0,0.29,3.03,6.07,6.21,3.47,18.08,1.89,0.0,0.02
17.25,78.0,Pudur mandal,Telangana,0.01,0.0,0.0,0.25,3.92,3.51,4.55,2.2,13.11,1.65,0.01,0.0
17.25,78.25,Moinabad mandal,Telangana,0.0,0.0,0.0,0.17,1.0,0.66,1.16,2.05,7.33,0.3,0.1,0.0
17.25,78.5,Balapur mandal,Telangana,0.0,0.0,0.36,0.08,1.51,7.75,13.78,5.06,12.66,0.34,0.01,0.06
17.25,78.75,Ibrahimpatnam mandal,Telangana,0.1,0.0,0.68,0.03,2.33,6.1,6.67,3.06,9.92,1.39,0.08,0.01
17.25,79.0,Chityal mandal,Telangana,0.09,0.0,0.86,0.0,2.06,6.2,6.49,3.22,11.08,1.36,0.0,0.02
17.25,79.25,Narketpally mandal,Telangana,0.07,0.0,0.23,0.0,2.85,8.88,7.43,2.88,14.8,1.47,0.0,0.02
17.25,79.5,Nakrekal mandal,Telangana,0.14,0.0,0.0,0.0,2.91,7.93,6.42,3.15,14.71,2.12,0.0,0.0
17.25,79.75,Atmakur (S) mandal,Telangana,0.42,0.0,0.02,0.0,1.69,3.07,4.82,2.85,8.48,4.84,0.0,0.0
17.25,80.0,Kusumanchi mandal,Telangana,0.13,0.0,0.3,0.0,1.86,6.74,5.37,3.36,8.41,2.26,0.0,0.05
17.25,80.25,Konijerla mandal,Telangana,0.02,0.0,0.72,0.0,2.3,7.13,6.86,4.57,7.68,4.25,0.0,0.06
17.25,80.5,Thallada mandal,Telangana,0.0,0.0,0.49,0.0,1.68,9.18,7.52,3.22,9.77,3.99,0.03,0.01
17.25,80.75,Penuballi mandal,Telangana,0.0,0.0,0.12,0.0,0.73,12.43,8.03,4.8,10.61,3.28,0.51,0.0
17.25,81.0,Dammapeta mandal,Telangana,0.0,0.0,0.02,0.0,1.42,12.07,7.44,5.19,13.85,2.55,0.74,0.0
17.25,81.25,Jeelugu Milli,Andhra Pradesh,0.0,0.0,0.5,0.0,2.53,9.49,7.29,7.86,13.12,1.83,0.75,0.23
17.25,81.5,Buttayagudem,Andhra Pradesh,0.0,0.0,0.78,0.0,2.44,8.14,7.09,8.15,14.47,2.03,0.46,0.36
17.25,81.75,Devipatnam,Andhra Pradesh,0.0,0.0,0.02,0.0,3.19,8.45,7.64,4.91,9.42,2.34,0.59,0.01
17.25,82.0,Jaggampeta,Andhra Pradesh,0.0,0.0,0.08,0.0,3.49,9.72,4.46,4.6,8.69,3.31,0.37,0.01
17.25,82.25,Prathipadu,Andhra Pradesh,0.0,0.0,0.05,0.0,4.19,5.48,9.28,3.53,11.56,2.1,0.08,0.05
17.25,82.5,Thondangi,Andhra Pradesh,0.02,0.0,0.1,0.0,4.15,5.32,8.57,3.35,12.78,1.98,0.01,0.07
17.5,73.0,Unknown,Unknown,0.0,0.0,0.0,0.11,0.06,40.23,46.25,23.52,21.01,4.29,0.0,0.0
17.5,73.25,Guhagar Taluka,Maharashtra,0.0,0.0,0.02,0.1,0.1,27.33,45.74,27.42,23.08,3.45,0.0,0.0
17.5,73.5,Chiplun Taluka,Maharashtra,0.0,0.0,0.26,0.1,0.09,22.76,46.63,32.97,26.08,2.31,0.0,0.0
17.5,73.75,Patan,Maharashtra,0.0,0.0,0.39,0.07,0.03,6.87,23.48,19.83,6.63,0.94,0.0,0.02
17.5,74.0,Patan,Maharashtra,0.0,0.0,0.43,0.07,0.14,4.36,10.16,10.03,3.71,1.48,0.0,0.04
17.5,74.25,Koregaon,Maharashtra,0.0,0.0,0.56,0.03,0.59,6.48,3.49,4.01,4.34,0.84,0.07,0.15
17.5,74.5,Khatav,Maharashtra,0.0,0.0,0.78,0.05,0.58,5.85,3.1,3.07,4.52,1.14,0.08,0.22
17.5,74.75,Man,Maharashtra,0.0,0.0,1.64,0.27,0.54,4.08,3.36,1.65,4.43,0.54,0.0,0.27
17.5,75.0,Sangole,Maharashtra,0.0,0.0,0.81,0.48,0.58,3.23,3.31,2.4,4.22,1.22,0.1,0.25
17.5,75.25,Sangole,Maharashtra,0.0,0.0,0.09,0.39,0.33,2.38,4.72,2.47,4.93,0.79,0.88,0.16
17.5,75.5,Mangalvedhe,Maharashtra,0.0,0.0,0.16,0.34,0.42,2.67,5.06,2.26,6.26,1.07,0.65,0.1
17.5,75.75,Solapur South,Maharashtra,0.0,0.0,0.48,0.19,0.74,3.15,5.34,2.08,8.53,2.05,0.0,0.02
17.5,76.0,Solapur South,Maharashtra,0.01,0.0,0.3,0.06,0.24,2.44,6.74,0.63,7.49,1.3,0.0,0.02
17.5,76.25,Akkalkot,Maharashtra,0.02,0.0,0.39,0.31,0.74,4.03,5.38,1.59,8.42,1.48,0.0,0.03
17.5,76.5,Alanda taluku,Karnataka,0.0,0.0,0.58,0.51,0.82,4.8,5.5,2.44,10.36,1.69,0.0,0.05
17.5,76.75,Alanda taluku,Karnataka,0.0,0.0,0.57,0.35,0.55,5.53,5.76,2.67,11.42,2.21,0.0,0.0
17.5,77.0,Kamalapura Taluku,Karnataka,0.0,0.0,0.52,0.43,1.49,6.63,11.22,3.16,12.32,1.49,0.0,0.01
17.5,77.25,Chincholi taluku,Karnataka,0.0,0.0,0.62,0.62,4.5,10.55,10.69,2.82,13.98,1.7,0.0,0.01
17.5,77.5,Chincholi taluku,Karnataka,0.0,0.0,0.05,0.06,2.87,8.7,7.94,2.45,18.88,2.37,0.0,0.0
17.5,77.75,Marpalle mandal,Telangana,0.01,0.0,0.07,0.1,3.26,5.9,8.92,3.26,17.9,2.64,0.0,0.0
17.5,78.0,Kondapur mandal,Telangana,0.06,0.0,0.05,0.02,2.48,4.68,6.67,3.09,14.04,1.93,0.14,0.0
17.5,78.25,Patancheruvu mandal,Telangana,0.01,0.0,0.03,0.05,3.61,3.23,5.21,2.61,17.12,2.4,0.45,0.04
17.5,78.5,Alwal mandal,Telangana,0.02,0.0,0.05,0.28,2.91,2.71,5.17,2.79,19.26,1.04,0.41,0.06
17.5,78.75,Bibinagar mandal,Telangana,0.13,0.0,0.02,0.13,3.36,5.5,3.69,1.49,8.84,1.78,0.22,0.0
17.5,79.0,Bhongiri mandal,Telangana,0.08,0.0,0.62,0.0,0.88,8.57,8.56,2.51,12.79,1.35,0.04,0.0
17.5,79.25,Gundala mandal,Telangana,0.05,0.0,0.6,0.0,0.8,9.09,9.14,2.53,12.19,1.1,0.01,0.0
17.5,79.5,Kodakandla mandal,Telangana,0.04,0.0,0.53,0.0,1.02,6.65,8.72,3.38,16.22,1.37,0.06,0.0
17.5,79.75,Danthalapalle mandal,Telangana,0.09,0.0,0.77,0.0,1.32,6.06,6.58,3.47,14.63,2.04,0.14,0.0
17.5,80.0,Kuravi mandal,Telangana,0.11,0.0,1.64,0.04,1.93,5.31,5.05,2.66,8.98,3.79,0.03,0.0
17.5,80.25,Singareni mandal,Telangana,0.0,0.0,0.66,0.23,2.52,8.5,6.58,3.73,11.56,3.48,0.07,0.0
17.5,80.5,Julurupad mandal,Telangana,0.0,0.0,0.47,0.23,1.23,11.23,8.88,4.67,14.2,4.1,0.01,0.0
17.5,80.75,Mulakalapally mandal,Telangana,0.0,0.0,0.32,0.0,1.09,12.73,9.67,5.29,13.17,4.54,0.03,0.0
17.5,81.0,Dammapeta mandal,Telangana,0.0,0.0,0.18,0.0,0.33,9.14,8.73,6.24,12.02,3.34,0.04,0.0
17.5,81.25,Velairpadu,Andhra Pradesh,0.0,0.0,0.36,0.0,0.95,10.93,9.38,6.76,10.78,2.69,0.06,0.14
17.5,81.5,Vararamachandrapuram,Andhra Pradesh,0.0,0.0,0.07,0.0,5.21,7.4,6.21,4.89,20.73,3.86,0.04,0.03
17.5,81.75,Maredumilli,Andhra Pradesh,0.0,0.0,0.13,0.0,4.43,8.13,6.09,4.97,17.47,3.52,0.15,0.05
17.5,82.0,Addateegala,Andhra Pradesh,0.0,0.0,0.12,0.07,3.76,7.64,6.81,3.97,9.56,2.59,0.18,0.03
17.5,82.25,Rajavommangi,Andhra Pradesh,0.01,0.0,0.16,0.06,3.94,5.19,9.42,3.55,11.25,1.75,0.0,0.07
17.5,82.5,Kotananduru,Andhra Pradesh,0.06,0.0,0.13,0.0,3.82,5.58,6.87,3.02,14.66,1.42,0.02,0.12
17.5,82.75,Yelamanchili,Andhra Pradesh,0.07,0.0,0.0,0.0,5.29,5.95,5.33,2.6,15.19,2.45,0.04,0.08
17.75,73.0,Unknown,Unknown,0.0,0.0,0.0,0.13,0.09,50.05,73.71,35.64,44.09,8.36,0.0,0.0
17.75,73.25,Dapoli Taluka,Maharashtra,0.0,0.0,0.0,0.14,0.07,28.73,59.11,33.73,34.68,5.69,0.0,0.0
17.75,73.5,Khed Taluka,Maharashtra,0.0,0.0,0.18,0.16,0.48,17.63,63.79,58.54,33.08,4.51,0.0,0.0
17.75,73.75,Jaoli,Maharashtra,0.0,0.0,0.67,0.15,0.28,4.15,12.99,14.5,5.15,1.88,0.0,0.01
17.75,74.0,Satara,Maharashtra,0.0,0.0,0.2,0.03,0.33,5.44,6.93,9.06,4.48,1.15,0.0,0.03
17.75,74.25,Koregaon,Maharashtra,0.0,0.0,0.52,0.03,0.48,6.98,3.69,4.82,4.0,1.39,0.0,0.19
17.75,74.5,Man,Maharashtra,0.0,0.0,0.82,0.07,0.54,6.83,2.29,2.69,3.92,1.99,0.0,0.26
17.75,74.75,Man,Maharashtra,0.0,0.0,0.36,0.07,0.33,6.46,2.26,1.46,7.26,0.98,0.0,0.31
17.75,75.0,Malshiras,Maharashtra,0.0,0.0,0.18,0.14,0.23,4.59,3.44,1.43,5.77,1.02,0.33,0.25
17.75,75.25,Pandharpur,Maharashtra,0.0,0.0,0.02,0.16,0.08,3.55,4.65,0.98,4.91,0.87,0.77,0.16
17.75,75.5,Mohol,Maharashtra,0.0,0.0,0.12,0.27,0.2,3.14,4.44,1.06,8.02,1.47,0.02,0.16
17.75,75.75,Mohol,Maharashtra,0.0,0.0,0.62,0.26,0.95,3.55,5.83,2.49,8.87,2.23,0.0,0.03
17.75,76.0,Solapur South,Maharashtra,0.0,0.0,0.5,0.16,0.6,3.16,6.85,1.72,8.4,2.38,0.0,0.03
17.75,76.25,Tuljapur,Maharashtra,0.0,0.0,0.54,0.37,0.92,4.17,5.65,3.48,12.69,2.15,0.0,0.06
17.75,76.5,Umarga,Maharashtra,0.0,0.0,0.63,0.48,1.35,4.45,6.19,4.24,14.62,2.1,0.0,0.09
17.75,76.75,Basavakalyana taluku,Karnataka,0.02,0.0,0.65,0.24,1.52,5.63,6.51,3.6,13.24,2.25,0.0,0.03
17.75,77.0,Basavakalyana taluku,Karnataka,0.05,0.0,0.64,0.49,1.83,7.29,7.64,4.18,17.86,2.43,0.0,0.01
17.75,77.25,Humanabad taluku,Karnataka,0.01,0.0,0.88,0.27,2.8,9.88,6.98,2.46,14.82,4.76,0.0,0.02
17.75,77.5,Bidar taluku,Karnataka,0.0,0.0,0.74,0.06,3.12,8.25,8.12,2.18,15.4,5.31,0.0,0.0
17.75,77.75,Jharasangam mandal,Telangana,0.02,0.0,0.06,0.05,2.69,4.83,8.15,3.37,15.65,2.74,0.0,0.0
17.75,78.0,Pulkal mandal,Telangana,0.01,0.0,0.13,0.11,2.81,4.57,7.06,2.99,14.61,2.25,0.05,0.0
17.75,78.25,Unknown,Telangana,0.01,0.0,0.15,0.91,3.02,3.18,4.29,1.9,20.38,1.1,0.39,0.03
17.75,78.5,Manoharabad mandal,Telangana,0.01,0.0,0.1,0.6,2.87,2.9,4.45,2.02,20.15,1.03,0.38,0.03
17.75,78.75,Markook mandal,Telangana,0.04,0.0,0.0,0.05,2.02,3.66,6.28,1.43,12.69,1.2,0.19,0.0
17.75,79.0,Bachannapet mandal,Telangana,0.0,0.0,0.01,0.0,0.9,2.51,6.18,1.3,14.52,0.31,0.17,0.0
17.75,79.25,Ragunathpally mandal,Telangana,0.0,0.0,0.45,0.0,1.29,6.15,7.0,2.24,10.03,0.31,0.0,0.0
17.75,79.5,Wardhannapet mandal,Telangana,0.02,0.0,0.43,0.02,1.2,4.57,10.54,3.27,19.44,1.59,0.0,0.0
17.75,79.75,Parvathagiri mandal,Telangana,0.22,0.0,0.99,0.08,1.12,5.39,12.85,3.55,19.37,2.16,1.45,0.0
17.75,80.0,Gudur mandal,Telangana,0.11,0.0,1.25,0.23,1.76,6.37,9.08,3.35,15.27,2.6,0.7,0.0
17.75,80.25,Gangaram mandal,Telangana,0.0,0.0,0.77,0.43,2.18,9.24,6.8,3.65,14.28,3.12,0.15,0.0
17.75,80.5,Tekulapalle mandal,Telangana,0.0,0.0,0.6,0.07,1.11,11.36,11.77,5.29,12.82,3.72,0.0,0.0
17.75,80.75,Aswapuram mandal,Telangana,0.0,0.0,0.49,0.04,1.17,11.52,11.88,5.32,11.98,3.95,0.01,0.0
17.75,81.0,Dummugudem mandal,Telangana,0.0,0.0,0.05,0.0,0.37,10.37,10.11,5.74,10.59,3.24,0.0,0.0
17.75,81.25,Chintur,Andhra Pradesh,0.0,0.0,0.01,0.0,0.45,9.33,10.79,7.27,12.14,3.75,0.0,0.0
17.75,81.5,Chintur,Andhra Pradesh,0.0,0.0,0.07,0.0,2.47,8.45,8.74,5.72,16.96,3.56,0.0,0.03
17.75,81.75,Maredumilli,Andhra Pradesh,0.0,0.0,0.02,0.17,4.63,7.19,7.42,3.84,13.99,2.96,0.06,0.0
17.75,82.0,Y. Ramavaram,Andhra Pradesh,0.0,0.0,0.09,0.36,4.61,5.29,9.31,2.53,9.08,1.48,0.02,0.02
17.75,82.25,Koyyuru,Andhra Pradesh,0.0,0.0,0.31,0.41,4.42,5.08,9.3,3.03,8.91,1.59,0.08,0.05
17.75,82.5,Koyyuru,Andhra Pradesh,0.02,0.0,0.4,0.08,4.18,5.35,7.53,3.98,11.27,2.07,0.06,0.12
17.75,82.75,Ravikamatham,Andhra Pradesh,0.02,0.0,0.02,0.0,6.88,5.74,5.63,3.26,12.33,4.2,0.01,0.02
17.75,83.0,Anakapalle,Andhra Pradesh,0.0,0.0,0.0,0.0,6.22,8.13,6.53,5.19,7.54,3.46,0.13,0.0
17.75,83.25,Visakhapatnam (Urban),Andhra Pradesh,0.0,0.0,0.0,0.0,5.89,4.62,5.3,4.14,6.73,4.84,0.36,0.0
18.0,73.0,Unknown,Unknown,0.0,0.0,0.01,0.13,0.03,32.84,45.88,33.24,25.71,5.46,0.0,0.0
18.0,73.25,Mandangad Taluka,Maharashtra,0.0,0.0,0.0,0.12,0.16,20.47,45.75,43.57,26.85,4.75,0.0,0.0
18.0,73.5,Poladpur Taluka,Maharashtra,0.0,0.0,0.2,0.17,0.68,14.01,69.5,70.53,32.96,4.77,0.0,0.0
18.0,73.75,Wai,Maharashtra,0.0,0.0,0.38,0.06,0.13,3.31,10.75,12.31,3.51,1.79,0.0,0.0
