Latitude,Longitude,District,State,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
21.5,74,Kukarmunda Taluka,Gujarat,0,0,0,0,0,4.59,11.87,4.5,3.21,0.54,0,0.88
21.5,74.25,Nizar Taluka,Gujarat,0,0,0,0,0,3.63,7.74,3.01,3.65,1.42,0,0.94
21.75,69.5,Porbandar Taluka,Gujarat,0,0,0,0,0,6.23,7.34,6.1,2.21,0,0,0
21.75,69.75,Ranavav Taluka,Gujarat,0,0,0,0,0,5.96,7.34,6.37,2.37,0,0,0
21.75,70,Kutiyana Taluka,Gujarat,0,0,0,0,0,3.58,9.7,7.52,1.49,0,0,0.01
21.75,70.25,Upleta Taluka,Gujarat,0,0,0,0,0,5.52,6.64,8.98,4.8,0.03,0,0
21.75,70.5,Dhoraji Taluka,Gujarat,0,0,0,0,0,6.66,13.09,5,1.8,0,0,0
21.75,70.75,Jetpur Taluka,Gujarat,0,0,0,0,0,4.23,14.42,4.73,1.98,0.02,0,0.01
21.75,71,Gondal Taluka,Gujarat,0,0,0,0,0,2.15,13,3.21,2.58,0.2,0,0.09
21.75,71.25,Babra Taluka,Gujarat,0,0,0,0.01,0,1.8,13.74,3.86,1.85,0.1,0,0.1
21.75,71.5,Lathi Taluka,Gujarat,0,0,0,0,0,5.18,12.96,4.15,1.31,0.05,0,0.21
21.75,71.75,Sihor Taluka,Gujarat,0,0,0,0,0,2.11,9.09,5.45,1.68,0.02,0,0.12
21.75,72,Bhavnagar Taluka,Gujarat,0,0,0,0,0,2.1,8.06,7.87,1.99,0.05,0,0.25
21.75,72.25,Bhavnagar,Gujarat,0,0,0,0,0,2.67,6.07,7.17,2.35,0.15,0,0.27
21.75,72.5,Bharūch,Gujarat,0,0,0,0,0,5.63,7.48,8.3,3.39,0.44,0,0.18
21.75,72.75,Vagra Taluka,Gujarat,0,0,0,0,0,7.55,9.54,8.73,3.75,0.86,0,0.17
21.75,73,Bharuch Taluka,Gujarat,0,0,0,0,0,5.16,6.56,5.19,1.42,0.89,0,0.14
21.75,73.25,Jhagadiya Taluka,Gujarat,0,0,0,0,0,4.92,6.59,4.66,1.6,0.54,0,0.19
21.75,73.5,Nandod Taluka,Gujarat,0,0,0,0,0,8.1,13.8,8.41,1.94,0.69,0,0.6
21.75,73.75,Dediapada Taluka,Gujarat,0,0,0,0,0,9.17,16.55,6.45,2.65,0.72,0,1.08
22,69.25,Kalyanpur Taluka,Gujarat,0,0,0,0,0,3.85,11.73,8.69,0.03,0,0,0
22,69.5,Kalyanpur Taluka,Gujarat,0,0,0,0,0,5.05,10.9,9.27,0.31,0,0,0
22,69.75,Bhanvad Taluka,Gujarat,0,0,0,0,0,5.62,10.6,6.49,0.68,0,0,0
22,70,Jamjodhpur Taluka,Gujarat,0,0,0,0,0,3.24,11.58,6.6,0.37,0,0,0
22,70.25,Jamjodhpur Taluka,Gujarat,0,0,0,0,0,3.49,12.31,5.87,1.33,0,0,0
22,70.5,Jam Kandoma Taluka,Gujarat,0,0,0,0,0,2.76,16.04,4.73,1.34,0,0,0
22,70.75,Gondal Taluka,Gujarat,0,0,0,0,0.01,3.62,16.49,5.26,2.76,0,0,0
22,71,Gondal Taluka,Gujarat,0,0,0,0,0,2.85,13.48,4.19,2.42,0,0,0
22,71.25,Babra Taluka,Gujarat,0,0,0,0,0,3.04,11.95,4.6,2.31,0,0,0.1
22,71.5,Gadhada Taluka,Gujarat,0,0,0,0,0,5.61,8.72,8.35,1.26,0,0,0.56
22,71.75,Vallabhipur Taluka,Gujarat,0,0,0,0,0,3.07,9.69,3.99,3.04,0,0,0.12
22,72,Vallabhipur Taluka,Gujarat,0,0,0,0,0,2.32,9.42,4.57,3.51,0.01,0,0.14
22,72.25,Dholera Taluka,Gujarat,0,0,0,0,0,2.78,7.84,6.97,2.31,0.08,0,0.21
22,72.5,Bharūch,Gujarat,0,0,0,0,0,3.24,8.33,4.77,1.78,0.7,0,0.1
22,72.75,Jambusar Taluka,Gujarat,0,0,0,0,0,2.04,5.28,3.68,1.74,1.86,0,0.04
22,73,Amod Taluka,Gujarat,0,0,0,0,0,3.23,7.73,2.92,1.81,0.22,0,0.01
22,73.25,Karjan Taluka,Gujarat,0,0,0,0,0,3.76,9.21,4.41,1.85,0.02,0,0.12
22,73.5,Dabhoi Taluka,Gujarat,0,0,0,0,0,3.48,13.19,8.82,2.39,0.26,0,0.26
22,73.75,Nasvadi Taluka,Gujarat,0,0,0,0,0,3.83,10.44,5.84,2.16,0.33,0,0.46
22,74,Kavant Taluka,Gujarat,0,0,0,0,0,6.07,13.42,5.74,2.53,0.37,0,0.67
22.25,69,Okhamandal Taluka,Gujarat,0,0,0,0,0,1.51,6.65,5.02,0.11,0,0,0
22.25,69.25,Kalyanpur Taluka,Gujarat,0,0,0,0,0,2.82,9.53,7.02,0.05,0,0,0
22.25,69.5,Khambhalia Taluka,Gujarat,0,0,0,0,0,5.42,10.11,11.02,0.14,0,0,0
22.25,69.75,Khambhalia Taluka,Gujarat,0,0,0,0,0,4.7,9.87,9.46,0.21,0,0,0
22.25,70,Lalpur Taluka,Gujarat,0,0,0,0,0,2.92,10.36,6.41,0.27,0,0,0
22.25,70.25,Kalavad Taluka,Gujarat,0,0,0,0,0,2.38,14.16,4.41,0.44,0,0,0
22.25,70.5,Kalavad Taluka,Gujarat,0,0,0,0,0.04,2.51,17.19,4.51,0.82,0,0,0.01
22.25,70.75,Rajkot South Taluka,Gujarat,0,0,0,0,0.4,7.22,24.61,5.96,1.14,0,0,0.05
22.25,71,Rajkot Taluka,Gujarat,0,0,0,0,0.02,2.88,12.34,5.41,2.23,0,0,0
22.25,71.25,Vinchhiya Taluka,Gujarat,0,0,0,0,0,2.59,11.97,5.21,2.17,0,0,0
22.25,71.5,Botad Taluka,Gujarat,0,0,0,0,0,2.06,9.11,5.99,0.83,0,0,0.15
22.25,71.75,Ranpur Taluka,Gujarat,0,0,0,0,0,2.16,10.02,4.98,2.78,0,0,0.05
22.25,72,Dhandhuka Taluka,Gujarat,0,0,0,0,0,2.91,10.97,5.54,2.52,0,0,0.03
22.25,72.25,Dholera Taluka,Gujarat,0,0,0,0,0,2.56,12.65,6.42,1.36,0,0,0.01
22.25,72.75,Khambhat Taluka,Gujarat,0,0,0,0,0,4.14,10.49,4.97,2.12,0.09,0,0.09
22.25,73,Padra Taluka,Gujarat,0,0,0,0,0,1.88,7.51,2.67,1.27,0,0,0.01
22.25,73.25,Vadodara Rural Taluka,Gujarat,0,0,0,0,0.02,4.66,13.69,6.02,1.52,0.06,0,0.4
22.25,73.5,Vagodhia Taluka,Gujarat,0,0,0,0,0,3.25,16.46,9.08,3.62,0.26,0,0.1
22.25,73.75,Bodeli Taluka,Gujarat,0,0,0,0,0,2.6,15.05,7.58,2.4,0.1,0,0.51
22.25,74,Chhota Udaipur Taluka,Gujarat,0,0,0,0,0,4.41,14.28,7.13,2.58,0.2,0,0.37
22.5,69.5,Jamnagar,Gujarat,0,0,0,0,0,3.25,8.77,6.29,0.87,0,0,0
22.5,69.75,Jamnagar,Gujarat,0,0,0,0,0,3.34,9.39,6.17,0.59,0,0,0
22.5,70,Jamnagar Taluka,Gujarat,0,0,0,0,0,2.62,12.73,4.73,0.23,0,0,0
22.5,70.25,Jamnagar Taluka,Gujarat,0,0,0,0,0,2.33,15.87,3.34,0.25,0,0,0
22.5,70.5,Dhrol Taluka,Gujarat,0,0,0,0,0.01,3.78,17.79,3.55,1.01,0,0,0.01
22.5,70.75,Tankara Taluka,Gujarat,0,0,0,0,0.07,3.87,28.3,6.79,0.58,0,0,0.05
22.5,71,Wankaner Taluka,Gujarat,0,0,0,0,0,2.26,18.66,4.62,0.88,0,0,0.03
22.5,71.25,Chotila Taluka,Gujarat,0,0,0,0,0,1.88,12.27,4.79,1.76,0,0,0.04
22.5,71.5,Sayla Taluka,Gujarat,0,0,0,0,0,2.82,14.51,4.2,0.26,0,0,0.04
22.5,71.75,Chuda Taluka,Gujarat,0,0,0,0,0,1.94,10.71,4.09,0.53,0,0,0.04
22.5,72,Dhandhuka Taluka,Gujarat,0,0,0,0,0,2.78,11.81,6.22,1.34,0,0,0.01
22.5,72.25,Dholka Taluka,Gujarat,0,0,0,0,0,3,14.92,5.9,1.42,0,0,0.01
22.5,72.5,Tarapur Taluka,Gujarat,0,0,0,0,0,2.26,13.57,7.61,1.28,0,0,0.01
22.5,72.75,Petlad Taluka,Gujarat,0,0,0,0,0.02,3.65,11.97,6.67,3.12,0,0,0.09
22.5,73,Anand Rural Taluka,Gujarat,0,0,0,0,0.03,2.26,8.8,3.03,1.46,0.05,0,0.08
22.5,73.25,Savli Taluka,Gujarat,0,0,0,0,0,4.16,15.94,3.93,2.79,0.09,0,0.08
22.5,73.5,Halol Taluka,Gujarat,0,0,0,0,0,3.61,13.7,5.2,3.67,0.16,0,0.26
22.5,73.75,Jetpur Pavi Taluka,Gujarat,0,0,0,0,0,2.84,14.86,9.08,3.78,0.14,0,0.21
22.5,74,Chhota Udaipur Taluka,Gujarat,0,0,0,0,0,4.04,10.82,5.45,2.01,0.22,0,0.37
22.75,69.75,Jamnagar,Gujarat,0,0,0,0,0,2.78,6.19,4.23,1.06,0,0,0
22.75,70,Jamnagar,Gujarat,0,0,0,0,0,2.54,14.99,5.13,0.48,0,0,0
22.75,70.25,Jamnagar,Gujarat,0,0,0,0,0,3.31,20.01,5.27,0.04,0,0,0
22.75,70.5,Jodiya Taluka,Gujarat,0,0,0,0,0,2.93,24.35,6.27,0.41,0,0,0.03
22.75,70.75,Morbi Taluka,Gujarat,0,0,0,0,0,1.86,23.48,5.92,0.89,0,0,0.06
22.75,71,Wankaner Taluka,Gujarat,0,0,0,0,0,2.92,30.23,4.88,0.34,0,0,0.09
22.75,71.25,Muli Taluka,Gujarat,0,0,0,0,0,3.23,29.15,4.51,0.64,0,0,0.1
22.75,71.5,Muli Taluka,Gujarat,0,0,0,0,0,5.12,19.71,6.38,0.35,0,0,0.11
22.75,71.75,Wadhwan Taluka,Gujarat,0,0,0,0,0,3.08,17.9,5.09,1.03,0,0,0.05
22.75,72,Limbdi Taluka,Gujarat,0,0,0,0,0,2.69,17.56,3.58,1.33,0,0,0.03
22.75,72.25,Bavla Taluka,Gujarat,0,0,0,0,0,3.35,19.12,3.71,2.14,0,0,0.03
22.75,72.5,Dholka Taluka,Gujarat,0,0,0,0,0,2.59,12.5,3.39,2.53,0,0,0.03
22.75,72.75,Matar Taluka,Gujarat,0,0,0,0,0,5.22,17.37,5.13,3.63,0,0,0.02
22.75,73,Nadiad Taluka,Gujarat,0,0,0,0,0,2.43,12.32,2.83,1.21,0,0,0.03
22.75,73.25,Thasra Taluka,Gujarat,0,0,0,0,0,3.61,16.75,3.12,2.34,0.01,0,0.02
22.75,73.5,Godhra Taluka,Gujarat,0,0,0,0,0,2.81,21.8,4.68,2.78,0,0,0.44
22.75,73.75,Ghoghamba Taluka,Gujarat,0,0,0,0,0,4.58,13.64,3.73,1.53,0.01,0,0.25
22.75,74,Limkheda Taluka,Gujarat,0,0,0,0,0,3.87,11.76,4.67,1.92,0.05,0,0.24
22.75,74.25,Dahod Taluka,Gujarat,0,0,0,0,0,2.38,10.29,4.52,2.35,0.16,0,0.36
23,69,Abdasa Taluka,Gujarat,0,0.02,0,0,0,1.87,10.37,3.26,1.33,0,0,0
23,69.25,Mandvi Taluka,Gujarat,0,0,0,0,0,1.92,8.74,2.58,2.11,0,0,0
23,69.5,Mandvi Taluka,Gujarat,0,0,0,0,0,2.1,7.24,3.05,1.58,0,0,0
23,69.75,Mundra Taluka,Gujarat,0,0,0,0,0,2.36,5.8,3.88,1.07,0,0,0
23,70,Anjar Taluka,Gujarat,0,0,0,0,0,1.41,10.22,4.39,1.55,0,0,0
23,70.25,Unknown,Gujarat,0,0,0,0,0,1.37,12.53,4.85,1.14,0,0,0
23,70.5,Unknown,Gujarat,0,0,0,0,0,1.02,13.36,4.3,0.71,0,0,0.03
23,70.75,Maliya Taluka,Gujarat,0,0,0,0,0,1.68,20.05,5.81,0.78,0,0,0.05
23,71,Halvad Taluka,Gujarat,0,0,0,0,0,2.43,23.4,6.36,0.42,0,0,0.05
23,71.25,Halvad Taluka,Gujarat,0,0,0,0,0,3.26,27.53,5.58,0.48,0,0,0.07
23,71.5,Dhrangadhra Taluka,Gujarat,0,0,0,0,0,3.39,18.62,5.52,0.91,0,0,0.01
23,71.75,Dasada Taluka,Gujarat,0,0,0,0,0,2.34,16.14,3.79,1.42,0,0,0.03
23,72,Lakhtar Taluka,Gujarat,0,0,0,0,0,4.24,14.48,1.59,0.84,0,0,0.18
23,72.25,Sanand Taluka,Gujarat,0,0,0,0,0,2.49,23.59,4.79,1.97,0,0,0.26
23,72.5,Vejalpur Taluka,Gujarat,0,0,0,0,0.04,2.71,22.45,3.64,2.85,0.01,0,0.28
23,72.75,Daskroi Taluka,Gujarat,0,0,0,0,0,5.25,15,6.17,2,0.16,0,0.16
23,73,Kapadvanj Taluka,Gujarat,0,0,0,0,0,4.11,16.83,4.67,1.74,0,0,0.06
23,73.25,Kapadvanj Taluka,Gujarat,0,0,0,0,0,5.03,20.05,3.69,3.02,0,0,0.12
23,73.5,Lunavada Taluka,Gujarat,0,0,0,0,0,3.57,18.74,3.42,1.76,0.03,0,0.14
23,73.75,Shehera Taluka,Gujarat,0,0,0,0,0,4.76,17.5,2.82,1.05,0.05,0,0.09
23,74,Singvad Taluka,Gujarat,0,0,0,0,0.26,4.65,10.56,3.55,2.64,0,0,0.13
23,74.25,Jhalod Taluka,Gujarat,0,0,0,0,0.03,2.86,12.16,4.22,4.26,0.01,0,0.2
23.25,68.75,Abdasa Taluka,Gujarat,0,0.05,0,0,0,2.33,13.19,4.41,0.63,0,0,0
23.25,69,Abdasa Taluka,Gujarat,0,0.03,0,0,0,2.02,11.24,3.59,1.1,0,0,0
23.25,69.25,Nakhatrana Taluka,Gujarat,0,0,0,0,0,1.37,7.55,2.1,1.78,0,0,0
23.25,69.5,Bhuj Taluka,Gujarat,0,0,0,0,0,1.27,6.76,2.47,1.21,0,0,0
23.25,69.75,Bhuj Taluka,Gujarat,0,0,0,0,0,0.88,6.32,2.59,0.65,0,0,0
23.25,70,Bhuj Taluka,Gujarat,0,0,0,0,0,1.33,8.38,3.65,1.46,0,0,0
23.25,70.25,Bhachau Taluka,Gujarat,0,0,0,0,0,0.66,10.45,2.87,0.66,0,0,0
23.25,70.5,Bhachau Taluka,Gujarat,0,0,0,0,0,1.75,11.71,3.64,0.62,0,0,0.02
23.25,70.75,Unknown,Gujarat,0,0,0,0,0,2.82,13.13,4.2,0.55,0,0,0.02
23.25,71,Unknown,Gujarat,0,0,0,0,0,2.38,20.16,6.58,0.4,0,0,0.03
23.25,71.25,Unknown,Gujarat,0,0,0,0,0,2.74,21.38,6.35,0.48,0,0,0.04
23.25,71.5,Unknown,Gujarat,0,0,0,0,0,2.91,15.79,3.84,1.26,0,0,0
23.25,71.75,Dasada Taluka,Gujarat,0,0,0,0,0,3.34,16.14,3.02,1.59,0,0,0.01
23.25,72,Mandal Taluka,Gujarat,0,0,0,0,0,3.26,13.83,1.38,0.87,0,0,0.08
23.25,72.25,Kadi Taluka,Gujarat,0,0,0,0,0,5.62,20.09,3.01,1.35,0,0,0.03
23.25,72.5,Kalol Taluka,Gujarat,0,0,0,0,0.02,2.47,28.82,4.01,3.63,0,0,0.2
23.25,72.75,Gandhinagar Taluka,Gujarat,0,0,0,0,0,2.64,21.54,5.57,1.87,0.03,0,0.4
23.25,73,Bayad Taluka,Gujarat,0,0,0,0,0,1.98,20.09,3.89,1.67,0,0,0.52
23.25,73.25,Bayad Taluka,Gujarat,0,0,0,0,0,2.12,19.43,3.98,1.7,0,0,0.31
23.25,73.5,Virpur Taluka,Gujarat,0,0,0,0,0,2.82,18.35,3.87,1.17,0.25,0,0.14
23.25,73.75,Kadana Taluka,Gujarat,0,0,0,0,0,6.74,16.94,3.99,1.1,0.05,0,0.06
23.25,74,Fatehpura Taluka,Gujarat,0,0,0,0,1.71,11.22,12.95,4.21,4.6,0,0,0
23.5,68.5,Lakhpat Taluka,Gujarat,0,0.02,0,0,0,2.03,9.85,3.19,0.58,0,0,0
23.5,68.75,Abdasa Taluka,Gujarat,0,0.03,0,0,0,2.07,10.37,3.39,0.62,0,0,0
23.5,69,Nakhatrana Taluka,Gujarat,0,0.01,0,0,0,1.72,8.77,2.69,1.14,0,0,0
23.5,69.25,Nakhatrana Taluka,Gujarat,0,0,0,0,0,1.33,7.36,2.13,1.63,0,0,0
23.5,69.5,Nakhatrana Taluka,Gujarat,0,0,0,0,0,1.31,6.92,2.44,1.61,0,0,0
23.5,69.75,Bhuj Taluka,Gujarat,0,0,0,0,0,1.15,7.28,3,1.1,0,0,0
23.5,70,Bhuj Taluka,Gujarat,0,0,0,0,0,1,8.71,3.12,1,0,0,0
23.5,70.25,Unknown,Gujarat,0,0,0,0,0,2.72,10.71,2.82,0.69,0,0,0
23.5,70.5,Bhachau Taluka,Gujarat,0,0,0,0,0,6.1,11.84,2.53,0.47,0,0,0
23.5,70.75,Rapar Taluka,Gujarat,0,0,0,0,0,5.01,11.92,2.93,0.49,0,0,0
23.5,71,Rapar Taluka,Gujarat,0,0,0,0,0,3.59,15.92,4.94,0.4,0,0,0.02
23.5,71.25,Unknown,Gujarat,0,0,0,0,0,2.47,19.72,4.52,0.41,0,0,0.04
23.5,71.5,Unknown,Gujarat,0,0,0,0,0,3.33,21.89,2.86,1,0,0,0.04
23.5,71.75,Shankheswar Taluka,Gujarat,0,0,0,0,0,4.61,20.26,2.97,1.08,0,0,0.01
23.5,72,Becharaji Taluka,Gujarat,0,0,0,0,0,5.41,19.33,2.03,0.45,0,0,0.01
23.5,72.25,Jotana Taluka,Gujarat,0,0,0,0,0,3.38,18.88,3.39,0.9,0,0,0.01
23.5,72.5,Mahesana Taluka,Gujarat,0,0,0,0,0,1.85,21.89,4.68,1.21,0,0,0.14
23.5,72.75,Mansa Taluka,Gujarat,0,0,0,0,0,2.72,19.69,4.83,0.78,0,0,0.13
23.5,73,Prantij Taluka,Gujarat,0,0,0,0,0,1.9,23.83,5.19,2.04,0,0,0.43
23.5,73.25,Modasa Taluka,Gujarat,0,0,0,0,0,1.61,23.91,5.57,2.54,0,0,0.36
23.5,73.5,Meghraj Taluka,Gujarat,0,0,0,0,0,1.76,19.03,7.45,1.24,0.02,0,0.23
23.75,68.25,Unknown,Gujarat,0,0.01,0,0,0,1.9,7.91,2.52,0.42,0,0,0
23.75,68.5,Unknown,Gujarat,0,0.01,0,0,0,1.85,7.33,2.3,0.41,0,0,0
23.75,68.75,Lakhpat Taluka,Gujarat,0,0,0,0,0,1.8,6.62,2.05,0.35,0,0,0
23.75,69,Lakhpat Taluka,Gujarat,0,0.01,0,0,0,1.79,7.51,2.35,0.58,0,0,0
23.75,69.25,Bhuj Taluka,Gujarat,0,0.01,0,0,0,1.59,7.8,2.39,1.08,0,0,0
23.75,69.5,Bhuj Taluka,Gujarat,0,0,0,0,0,1.26,6.82,2.35,1.22,0,0,0
23.75,69.75,Bhuj Taluka,Gujarat,0,0,0,0,0,1.11,7.63,2.85,1.37,0,0,0
23.75,70,Unknown,Gujarat,0,0,0,0,0,2.43,9.47,2.99,0.89,0,0,0
23.75,70.25,Unknown,Gujarat,0,0,0,0,0,4.13,11,2.78,0.69,0,0,0
23.75,70.5,Rapar Taluka,Gujarat,0,0,0,0,0,5.33,11.65,2.62,0.49,0,0,0
23.75,70.75,Rapar Taluka,Gujarat,0,0,0,0,0,5.01,11.95,2.96,0.49,0,0,0
23.75,71,Unknown,Gujarat,0,0,0,0,0,4.42,19.13,2.88,0.47,0,0,0.03
23.75,71.25,Santalpur Taluka,Gujarat,0,0,0,0,0,2.56,25.32,2.33,0.52,0,0,0.06
23.75,71.5,Radhanpur Taluka,Gujarat,0,0,0,0,0,3.28,27.81,1.87,0.45,0,0,0.11
23.75,71.75,Sami Taluka,Gujarat,0,0,0,0,0,3.17,21.42,2.1,0.36,0,0,0.04
23.75,72,Patan Taluka,Gujarat,0,0,0,0,0,2.05,17.06,3.21,0.64,0,0,0.05
23.75,72.25,Patan Taluka,Gujarat,0,0,0,0,0,2.36,22.39,4.21,0.71,0,0,0
23.75,72.5,Visnagar Taluka,Gujarat,0,0,0,0,0,1.25,13.85,3.9,0.51,0,0,0
23.75,72.75,Vijapur Taluka,Gujarat,0,0,0,0,0,1.6,18.83,5.98,0.99,0,0,0.11
23.75,73,Idar Taluka,Gujarat,0,0,0,0,0,2.75,18.82,5.96,1.57,0,0,0.06
23.75,73.25,Bhiloda Taluka,Gujarat,0,0,0,0,0,2.48,20.1,5.34,2.13,0,0,0.08
24,69,Unknown,Gujarat,0,0,0,0,0,1.78,7.13,2.22,0.51,0,0,0
24,69.25,Unknown,Gujarat,0,0.01,0,0,0,1.67,7.34,2.27,0.77,0,0,0
24,69.5,Unknown,Gujarat,0,0,0,0,0,1.43,6.78,2.2,1.08,0,0,0
24,69.75,Unknown,Gujarat,0,0,0,0,0,1.07,7.64,2.72,1.31,0,0,0
24,70,Unknown,Gujarat,0,0,0,0,0,3.14,10.12,2.91,0.81,0,0,0
24,70.25,Unknown,Gujarat,0,0,0,0,0,4.34,11.03,2.74,0.66,0,0,0
24,70.5,Unknown,Gujarat,0,0,0,0,0,4.83,11.53,2.66,0.5,0,0,0
24,70.75,Unknown,Gujarat,0,0,0,0,0,5.47,14.6,2.53,0.47,0,0,0.01
24,71,Unknown,Gujarat,0,0,0,0,0,2.38,21.99,2.68,0.46,0,0,0.04
24,71.25,Unknown,Gujarat,0,0,0,0,0,2.19,24.69,2.6,0.53,0,0,0.06
24,71.5,Bhabhar Taluka,Gujarat,0,0,0,0,0,2.09,26.15,2.89,0.57,0,0,0.04
24,71.75,Kankrej Taluka,Gujarat,0,0,0,0,0,2.33,34.46,4.17,1.21,0,0,0
24,72,Kankrej Taluka,Gujarat,0,0,0,0,0.04,2.36,29.46,4.32,1.17,0,0,0.09
24,72.25,Sidhpur Taluka,Gujarat,0,0,0,0.01,0,3.84,34.14,6.1,1.12,0,0,0
24,72.5,Vadgam Taluka,Gujarat,0,0,0,0,0,2.06,26.5,3.42,0.73,0,0,0
24,72.75,Satlasana Taluka,Gujarat,0,0,0,0,0,5.96,25.69,4.48,0.71,0,0,0.02
24,73,Vadali Taluka,Gujarat,0,0,0,0,0,5.88,22.35,6.11,1.38,0,0,0.01
24,73.25,Vijayanagar Taluka,Gujarat,0.06,0,0.16,0,0.34,3.29,17.26,3.86,1.53,0,0,0
24.25,69.25,Unknown,Gujarat,0,0,0,0,0,1.71,6.9,2.12,0.61,0,0,0
24.25,69.5,Unknown,Gujarat,0,0,0,0,0,1.51,6.73,2.11,0.82,0,0,0
24.25,70.25,Unknown,Gujarat,0,0,0,0,0,4.94,11.33,2.62,0.57,0,0,0
24.25,70.5,Unknown,Gujarat,0,0,0,0,0,4.57,13.05,2.65,0.48,0,0,0
24.25,71,Unknown,Gujarat,0,0,0,0,0,1.26,22.36,2.46,0.44,0,0,0.02
24.25,71.25,Unknown,Gujarat,0,0,0,0,0,0.91,20.49,2.67,0.46,0,0,0.01
24.25,71.5,Vav Taluka,Gujarat,0,0,0,0,0,0.73,21.07,2.33,0.43,0,0,0
24.25,71.75,Deodar Taluka,Gujarat,0,0,0,0,0,1.29,24.87,2.7,0.75,0,0,0
24.25,72,Deesa Taluka,Gujarat,0,0,0,0,0.07,2.96,33.65,3.79,1.02,0,0,0.09
24.25,72.25,Deesa Taluka,Gujarat,0,0,0,0.01,0.06,3.4,38.26,4.23,0.86,0,0,0.06
24.25,72.5,Palanpur Taluka,Gujarat,0,0,0,0.01,0,4.04,35.76,2.66,1.11,0,0,0
24.25,72.75,Amirgadh Taluka,Gujarat,0,0,0,0,0,5.66,28.16,3.97,0.96,0,0,0.01
24.25,73,Danta Taluka,Gujarat,0.07,0,0.06,0,0.15,3.65,27.06,5.7,2.01,0,0,0
24.5,71.25,Unknown,Gujarat,0,0,0,0,0.11,1.37,21.43,2.47,0.4,0,0,0
24.5,71.5,Vav Taluka,Gujarat,0,0,0,0,0.08,1.09,21.52,2.23,0.39,0,0,0
24.5,71.75,Tharad Taluka,Gujarat,0,0,0,0,0.15,2.52,27.2,1.79,0.71,0,0,0.06
24.5,72,Dhanera Taluka,Gujarat,0,0,0,0,0.01,2.71,30.34,1.68,1.05,0,0,0.12
24.5,72.25,Dhanera Taluka,Gujarat,0,0,0,0,0.18,3.1,43.43,2.94,0.85,0,0,0.03
27.75,77,Ferozepur Jhirka,Haryana,0.51,0,0.26,0,0.74,2.33,2.56,2.15,2.64,0,0,0.07
28,76,Narnaul,Haryana,0.76,0,0.15,0.65,1.66,6.09,1.64,2.15,1.04,0,0,0.01
28,77,Nuh,Haryana,0.48,0,0.7,0.06,0.97,4.53,3.61,2.08,7.48,0,0,0.13
28,77.25,Hathin,Haryana,0.42,0,0.27,0,0.32,3.49,2.03,1.03,4.09,0,0,0.16
28,77.5,Hassanpur,Haryana,0.36,0,0.5,0.01,0.29,2.99,3.5,1.67,6.66,0,0,0.09
28.25,76.25,Mahendragarh,Haryana,0.59,0.09,0.03,0.01,0.32,3.82,1.87,1.45,0.55,0,0,0.03
28.25,76.5,Rewari,Haryana,0.99,0.03,0.1,0,0.58,4.79,2.51,1.95,1.08,0,0,0.04
28.25,76.75,Pataudi,Haryana,0.96,0,0.13,0.02,0.26,6.12,1.57,3.28,2.85,0,0,0.15
28.25,77,Taoru,Haryana,0.48,0,0.21,0.07,0.34,2.18,3.68,1.25,4.34,0,0,0.08
28.25,77.25,Palwal,Haryana,0.55,0,0.21,0.07,0.61,3.26,3.2,1.27,7.94,0,0.02,0.15
28.25,77.5,Palwal,Haryana,0.34,0,0.18,0.13,0.23,2.25,1.58,2.59,6.22,0,0,0.05
28.5,75.75,Loharu,Haryana,0.79,0,0.13,0.8,0.82,3.47,1.38,1.64,0.63,0,0.47,0.07
28.5,76,Badhra,Haryana,0.48,0,0.01,0.19,0.26,4.46,2.15,1.59,0.62,0,0.02,0.06
28.5,76.25,Dadri,Haryana,0.6,0.01,0.03,0.2,0.12,5.54,1.95,1.64,0.59,0,0.03,0.06
28.5,76.5,Matenhail,Haryana,0.93,0.01,0.02,0.1,0.32,6.33,2.28,1.51,0.77,0,0,0.05
28.5,76.75,Jhajjar,Haryana,1.64,0,0.12,0.24,0.25,5.27,2.01,0.81,1.79,0,0,0.08
28.5,77,Gurgaon,Haryana,1.25,0,0.56,0.76,0.75,4.46,5.05,5.02,3.96,0,0.02,0.22
28.75,75.75,Tosham,Haryana,0.56,0,0.37,0.09,0.09,2.29,1.48,1.31,0.86,0,0.27,0.09
28.75,76,Bhiwani,Haryana,0.51,0,0.14,0.12,0.07,3.36,1.67,0.98,0.64,0,0.12,0.24
28.75,76.25,Bhiwani,Haryana,0.51,0,0.06,0.14,0.12,4.74,1.99,1.59,1.03,0,0.03,0.07
28.75,76.5,Kalanaur,Haryana,0.78,0,0.03,0.03,0.43,7.48,3.44,1.75,0.69,0,0.01,0.04
28.75,76.75,Bahadurgarh,Haryana,1.37,0,0.17,0.65,0.67,5,3.82,2.45,3.5,0,0,0.09
29,75.75,Hisar,Haryana,0.5,0,0.19,0.04,0.13,3.4,1.04,1.24,0.65,0,0.19,0.07
29,76,Bawani Khera,Haryana,0.56,0,0.11,0,0.1,2.89,1.05,0.7,0.94,0,0.15,0.06
29,76.25,Maham,Haryana,0.76,0,0.19,0,0.08,3.95,1.44,1.61,1.36,0,0.07,0.07
29,76.5,Lakhan Majra,Haryana,1.08,0,0.25,0.06,0.32,3.53,1.73,2.78,2.26,0,0.01,0.11
