Latitude,Longitude,District,State,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
13.75,77.5,Hindupur,Andhra Pradesh,0,0,0.1,1,2.65,2.35,1.34,3.34,5.68,9.06,0.8,0
13.75,78.25,Pedda Thippasamudram,Andhra Pradesh,0.33,0,1.78,0.23,1.21,4.01,2.01,6.45,6.9,9.76,1.16,0.23
13.75,78.5,Thamballapalle,Andhra Pradesh,0.07,0,0.6,0,0.86,2.78,0.99,6.37,5.1,5.17,1.24,0.39
13.75,78.75,Kalikiri,Andhra Pradesh,0.07,0,0.59,0.03,0.99,2.8,1.18,7.25,5.73,5.99,1.14,0.41
13.75,79,Pileru,Andhra Pradesh,0.17,0,0.31,0.22,1.58,2.58,3.09,6.67,5.26,6.77,3.56,0.33
13.75,79.25,Tirupati (Urban),Andhra Pradesh,0.52,0,0.18,0.11,0.85,2.31,3.4,3.38,5.18,6.01,6.78,0.2
13.75,79.5,Renigunta,Andhra Pradesh,1.67,0,0,0,0.1,1.91,3.97,3.63,7.95,5.32,8.47,0.75
13.75,79.75,Thottambedu,Andhra Pradesh,0.12,0,0,0,0.28,3.44,1.82,9.27,2.09,11.04,15.18,1.04
13.75,80,Doravarisatram,Andhra Pradesh,0.05,0,0.08,0,0.33,3.42,2.24,8.65,2.23,10.32,15.28,1.03
14,77,Amarapuram,Andhra Pradesh,0,0,0.11,0.1,1.48,1.22,1.07,2.63,5.19,8.07,0.51,0
14,77.25,Madakasira,Andhra Pradesh,0,0,0.41,0.06,1.47,0.84,1,2.67,4.26,6.05,0.18,0
14,77.5,Somandepalle,Andhra Pradesh,0,0,0.54,0.32,2.15,1.66,1.02,2.27,4.98,4.48,0.41,0
14,77.75,Gorantla,Andhra Pradesh,0,0,0.22,0.31,2.01,2.33,1.03,2.96,6.09,5.65,0.51,0.01
14,78,Obuladevaracheruvu,Andhra Pradesh,0.01,0,0,0.24,1.31,3.34,1.14,2.66,6.88,7.44,0.5,0.03
14,78.25,Tanakal,Andhra Pradesh,0.08,0,0.7,0.05,0.92,3.01,0.99,6.47,7.18,7.83,0.56,0.2
14,78.5,Galiveedu,Andhra Pradesh,0,0,0.67,0,1.04,3.09,0.7,11.52,7.89,7.8,0.47,0.21
14,78.75,Sambepalle,Andhra Pradesh,0.02,0,0.93,0.04,1.06,3.12,0.87,12.47,6.86,7.25,0.74,0.11
14,79,T Sundupalle,Andhra Pradesh,0.21,0,0.08,0.21,1.13,1.78,1.78,7.55,5.12,6.81,2.15,0.03
14,79.25,Obulavaripalle,Andhra Pradesh,0.61,0,0.2,0.03,0.66,1.45,2.72,6.91,5.56,6.64,7.42,0.35
14,79.5,Venkatagiri,Andhra Pradesh,0.84,0,0.29,0,0.47,1.82,3.19,5.99,6.09,6.88,8.24,0.48
14,79.75,Ojili,Andhra Pradesh,0.42,0,0.45,0,0.35,2.9,2.34,5.65,5.26,8.59,8.62,0.48
14,80,Chittamur,Andhra Pradesh,0.08,0,0.16,0,0.3,3.24,2.09,7.48,3.3,9.23,12.59,0.71
14.25,77,Kundurpi,Andhra Pradesh,0.03,0,0.32,0.91,5.97,1.85,1.18,4.6,11.53,10.29,0.41,0.22
14.25,77.75,Kothacheruvu,Andhra Pradesh,0,0,0.53,0.08,1.41,2.53,1.27,3.31,8.61,6.56,0.28,0
14.25,78,Bukkapatnam,Andhra Pradesh,0.01,0,0.07,0.15,1.03,3.11,1.09,2.91,6.46,8.47,0.84,0.02
14.25,78.25,Talupula,Andhra Pradesh,0,0,0.01,0.02,0.61,3.52,1.36,5.96,6.63,6.11,0.61,0
14.25,78.5,Chakrayapet,Andhra Pradesh,0,0,0.15,0.03,0.88,3.5,1.12,7.46,7.25,6.75,0.76,0.05
14.25,78.75,Ramapuram,Andhra Pradesh,0,0,0.24,0.12,0.76,3.32,1.21,7.71,6.21,7.51,1.04,0.06
14.25,79,Rajampet,Andhra Pradesh,0.06,0,0.17,0.24,0.59,2.06,1.88,8.18,5.19,8.54,1.54,0
14.25,79.25,Penagalur,Andhra Pradesh,0.27,0,0.03,0.04,0.54,1.13,1.55,5.74,5.97,5.27,5.14,0.02
14.25,79.5,Rapur,Andhra Pradesh,0.36,0,0.24,0,0.44,1.75,2.08,5.35,6.13,5.9,6.55,0.16
14.25,79.75,Sydapuram,Andhra Pradesh,0.21,0,0.43,0,0.26,3.24,2.31,5.01,6.51,6.05,6.55,0.16
14.25,80,Venkatachalam,Andhra Pradesh,0.09,0,0.2,0,0.17,3.72,2.08,6.16,6.01,5.36,8.27,0.23
14.5,77,Brahmasamudram,Andhra Pradesh,0,0,0.22,0.21,2.09,3.39,2.12,7.52,7.54,5.39,0.02,0.01
14.5,77.25,Kambadur,Andhra Pradesh,0,0,0,0.65,0.91,1.76,0.93,3.26,6.18,8.83,0.32,0.01
14.5,77.5,Raptadu,Andhra Pradesh,0.02,0,0.05,0.21,0.76,3.16,1.52,1.93,9.61,7.95,0.12,0.03
14.5,77.75,Bathalapalle,Andhra Pradesh,0.06,0,0.21,0.1,0.56,4.71,1.7,2.27,6.19,9.16,0.4,0
14.5,78,Lingala,Andhra Pradesh,0,0,0.01,0.07,0.67,2.97,1.01,3.46,6.28,10.97,1.23,0
14.5,78.25,Thonduru,Andhra Pradesh,0,0,0,0.11,0.64,3.41,1.26,5.77,6.54,7.21,0.89,0
14.5,78.5,Veerapunayunipalle,Andhra Pradesh,0,0,0.1,0.36,1.09,3.57,1.37,7.21,7.69,6.15,0.9,0
14.5,78.75,Vallur,Andhra Pradesh,0.01,0,0.81,0.4,1.26,2.34,1.3,4.81,5.39,4.14,1.87,0.01
14.5,79,Sidhout,Andhra Pradesh,0.04,0,0.45,0.58,1.29,3.18,1.87,5.02,5.72,5.68,2.42,0
14.5,79.25,Gopavaram,Andhra Pradesh,0.26,0,0.07,0.17,1.05,2.09,1.64,4.87,7.91,4.17,5.65,0
14.5,79.5,Chejerla,Andhra Pradesh,0.27,0,0.02,0.1,0.89,2.62,1.61,5.21,8.89,4.13,6.44,0.01
14.5,79.75,Podalakur,Andhra Pradesh,0.02,0,0.02,0,0.08,4.21,2.02,6.09,7.12,2.77,7.16,0.05
14.5,80,Kovur,Andhra Pradesh,0.06,0,0.09,0.01,0.32,3.78,2.39,6.45,7.18,3.44,6.16,0.06
14.75,77,Kanekal,Andhra Pradesh,0,0,0.29,0.22,0.98,3.05,0.74,4.65,5.47,6.15,0.46,0.06
14.75,77.25,Uravakonda,Andhra Pradesh,0.01,0,0.08,0.2,0.48,1.99,0.98,4.08,5.03,6.82,0.14,0.05
14.75,77.5,Kudair,Andhra Pradesh,0.01,0,0.01,0.49,0.52,3.23,0.99,3.22,8.36,7.21,0.11,0.05
14.75,77.75,Narpala,Andhra Pradesh,0.03,0,0.22,0.36,0.85,3.81,1.14,3.72,6.61,8.63,0.2,0
14.75,78,Putlur,Andhra Pradesh,0.01,0,0.1,0.18,1.3,3.47,0.99,4.19,6.52,11.63,0.71,0
14.75,78.25,Muddanur,Andhra Pradesh,0,0,0,0.36,2.55,3.9,1.6,7.27,4.65,8.02,1.04,0
14.75,78.5,Yerraguntla,Andhra Pradesh,0.01,0,0,0.41,1.69,3.18,1.47,7.83,7.37,8.32,0.86,0
14.75,78.75,S.Mydukur,Andhra Pradesh,0.05,0,0.14,0.35,1.4,4.63,1.63,5.51,6.36,5.03,1.66,0
14.75,79,Brahmamgarimattam,Andhra Pradesh,0.11,0,0.13,0.22,1.98,4.68,1.8,4.78,6.43,4.09,1.98,0
14.75,79.25,Marripadu,Andhra Pradesh,0.21,0,0.06,0.08,2.06,3.76,1.95,4.54,7.63,3.2,3.56,0
14.75,79.5,Vinjamur,Andhra Pradesh,0.21,0,0.09,0.1,0.95,2.86,1.96,5.82,8.52,4.41,5.46,0
14.75,79.75,Kaligiri,Andhra Pradesh,0.02,0,0.06,0.02,0.75,3.44,3.18,8.14,7.26,3.28,3.86,0.01
14.75,80,Bogole,Andhra Pradesh,0,0,0.05,0.02,0.54,3.74,2.93,7.7,7.14,3.17,4.36,0.01
15,77,Bommanahal,Andhra Pradesh,0,0,0.27,0.16,0.84,2.18,0.75,4.77,5,5.79,0.29,0.03
15,77.25,Uravakonda,Andhra Pradesh,0.01,0,0.27,0.1,1.54,1.77,0.83,4.86,5.66,5.92,0.27,0.01
15,77.5,Pamidi,Andhra Pradesh,0.06,0,1.63,0.09,1.26,3.65,1.63,4.96,6.31,9.27,0.94,0.12
15,77.75,Peddavadugur,Andhra Pradesh,0.04,0,0.56,0.36,1.22,3.81,1,5.14,6.13,8.6,0.19,0.02
15,78,Tadpatri,Andhra Pradesh,0.02,0,0.22,0.35,1.41,4.64,0.85,6.61,5.84,8.83,0.2,0
15,78.25,Mylavaram,Andhra Pradesh,0.01,0,0,0.41,1.92,3.55,1.58,8.06,4.24,8.73,0.56,0
15,78.5,Peddamudium,Andhra Pradesh,0.02,0,0,0.4,1.49,3.03,1.58,8.59,5.59,9.16,0.37,0
15,78.75,S.Mydukur,Andhra Pradesh,0.01,0,0,0.63,0.65,3.16,2.15,6.05,7.07,3.43,1.41,0
15,79,Porumamilla,Andhra Pradesh,0.11,0,0.05,0.27,1.92,4.11,2.07,4.7,6.8,2.87,1.85,0
15,79.25,Udayagiri,Andhra Pradesh,0.13,0,0.23,0.21,2.26,3.91,2.28,3.76,6.26,2.66,2.49,0
15,79.5,Varikuntapadu,Andhra Pradesh,0,0,0.47,0.11,0.7,3.67,2.59,6.56,6.17,6.4,2.99,0
15,79.75,Kondapuram,Andhra Pradesh,0.01,0,0.07,0.05,0.8,3.46,3.41,8.45,7.24,3.5,2.71,0
15,80,Gudluru,Andhra Pradesh,0,0,0.1,0.05,0.75,3.47,3.27,8.16,6.93,3.85,2.5,0
15.25,77.25,Chippagiri,Andhra Pradesh,0,0,0.06,0.07,2.57,2.5,0.38,4.16,8.31,6.01,0.19,0
15.25,77.5,Maddikera (East),Andhra Pradesh,0,0,0.23,0.14,0.85,3.15,0.92,4.56,5.67,9.51,0.11,0.01
15.25,77.75,Peapally,Andhra Pradesh,0,0,0.04,0.53,0.37,4.35,0.98,7.5,6.39,6.8,0.02,0
15.25,78,Owk,Andhra Pradesh,0,0,0,0.46,0.41,5.96,0.5,8.71,8.92,8.76,0,0
15.25,78.25,Banaganapalle,Andhra Pradesh,0,0,0,0.86,0.92,2.28,0.51,6.98,6.9,9.47,0,0
15.25,78.5,Allagadda,Andhra Pradesh,0,0,0.01,0.7,1.09,3.01,1.77,8.55,5.49,8.97,0.05,0
15.25,78.75,Giddalur,Andhra Pradesh,0.01,0,0.04,1.12,0.64,3.34,2.64,5.15,5.75,3.28,0.9,0
15.25,79,Komarolu,Andhra Pradesh,0,0,0.32,0.84,1.25,3.98,2.11,3.18,4.66,2.72,1.04,0
15.25,79.25,Chandra Sekhara Puram,Andhra Pradesh,0.01,0,0.51,0.63,1.66,4.2,1.84,2.42,4.01,2.43,1.2,0
15.25,79.5,Kanigiri,Andhra Pradesh,0,0,0.35,0.27,0.69,3.56,2.41,6.14,6.38,4.36,1.76,0
15.25,79.75,Ponnaluru,Andhra Pradesh,0,0,0.03,0.17,0.4,4.14,2.9,7.19,7.39,3.96,1.44,0
15.25,80,Singarayakonda,Andhra Pradesh,0.01,0,0.01,0.07,0.59,3.45,3.19,7.4,5.91,3.72,1.44,0
15.5,77,Holagunda,Andhra Pradesh,0,0,0.22,0.07,1.84,2.61,0.92,3.84,7.07,4.33,0.02,0
15.5,77.25,Alur,Andhra Pradesh,0,0,0.03,0.01,0.51,4.78,0.75,3.49,10.06,3.2,0,0
15.5,77.5,Aspari,Andhra Pradesh,0,0,0.41,0.15,0.4,3.3,1.08,4.53,5.51,6.15,0.01,0
15.5,77.75,Krishnagiri,Andhra Pradesh,0,0,0.08,0.58,0.21,3.61,1.44,7.57,5,5.2,0.03,0
15.5,78,Veldurthi,Andhra Pradesh,0,0,0.08,0.16,0.3,3.24,1.88,6.11,4.98,6.2,0,0
15.5,78.25,Panyam,Andhra Pradesh,0,0,0.03,0.48,0.95,5.14,3.81,7.83,4.15,3.67,0.2,0
15.5,78.5,Nandyal,Andhra Pradesh,0,0,0.03,0.75,1.01,4.7,3.1,6.69,3.98,4.57,0.43,0
15.5,78.75,Bandi Atmakur,Andhra Pradesh,0,0,0.05,1.54,0.74,4.09,3.02,4.86,4.21,3.78,0.48,0
15.5,79,Cumbum,Andhra Pradesh,0.03,0,0.15,0.9,0.82,2.1,2.53,3.02,5.16,2.19,0.54,0
15.5,79.25,Hanumanthuni Padu,Andhra Pradesh,0,0,0.73,0.42,1.72,2.78,1.68,3.9,3.94,2.5,0.53,0
15.5,79.5,Kanigiri,Andhra Pradesh,0,0,0.7,0.6,1.01,1.73,1.57,4.69,5.11,1.82,0.39,0
15.5,79.75,Marripudi,Andhra Pradesh,0.01,0,0.05,0.06,0.55,3.33,3.54,6.04,3.67,3.56,0.47,0
15.5,80,Santhanuthala Padu,Andhra Pradesh,0.01,0,0.02,0.01,0.75,3,2.9,6.88,3.18,4.08,0.46,0
15.75,77.25,Adoni,Andhra Pradesh,0,0,1.68,0.35,1.07,3.37,1.25,6.36,6.93,4.13,0,0
15.75,77.5,Yemmiganur,Andhra Pradesh,0,0,1.54,0.11,0.93,2.8,1.42,5.57,5.9,3.19,0,0
15.75,77.75,Guduru,Andhra Pradesh,0,0,0.59,0.08,0.35,4.03,1.92,4.99,4.46,3.63,0,0
15.75,78,Kallur,Andhra Pradesh,0,0,0.21,0.07,0.05,2.68,2.83,5.85,3.83,5.05,0,0
15.75,78.25,Midthur,Andhra Pradesh,0,0,0.17,0.64,1.36,4.38,0.81,5.22,5.02,9.45,1.03,0
15.75,78.5,Pamulapadu,Andhra Pradesh,0,0,0.61,0.48,0.88,2.64,1.03,3.84,5.89,7.11,0.56,0
15.75,78.75,Velgode,Andhra Pradesh,0,0,0.03,0.51,0.8,1.81,1.89,3.46,3.15,4.15,0.47,0
15.75,79,Dornala,Andhra Pradesh,0.02,0,0.14,1,0.59,2.41,2.61,4.44,4.92,3.16,0.74,0
15.75,79.25,Markapur,Andhra Pradesh,0.02,0,0.62,0.43,1.65,1.8,1.99,5.14,3.76,2.59,0.06,0
15.75,79.5,Donakonda,Andhra Pradesh,0.04,0,0.2,0.59,1.42,3.26,1.64,7.1,4.54,2.92,0.21,0
15.75,79.75,Darsi,Andhra Pradesh,0,0,0,0.06,1.87,3.29,2.25,8.88,1.45,2.44,0.24,0
15.75,80,Addanki,Andhra Pradesh,0,0,0.05,0.01,1.02,3,2.42,8.19,2.64,4.29,0.27,0
15.75,80.25,Chinaganjam,Andhra Pradesh,0,0,0.02,0.11,0.55,3.16,2.71,8.58,6.5,5.03,0.84,0
16,78.5,Kothapalle,Andhra Pradesh,0,0,0.99,0.43,0.57,2.11,1.54,3.29,7.25,6.21,0.27,0
16,78.75,Atmakur,Andhra Pradesh,0,0,0.78,0.53,0.38,3.23,3.75,5.28,5.07,5.61,0.52,0
16,79,Dornala,Andhra Pradesh,0,0,1.31,0.41,0.34,3.69,2.88,7.18,4.97,4.44,0.23,0
16,79.25,Yerragondapalem,Andhra Pradesh,0.01,0,1.33,0.32,0.54,4.29,2.18,8.89,4.15,2.94,0.02,0
16,79.5,Tripuranthakam,Andhra Pradesh,0.01,0,0.12,0.19,1.29,10.97,8.51,11.42,4.13,4.93,0.09,0
16,79.75,Nuzendla,Andhra Pradesh,0,0,0.01,0.13,1.15,4.85,4.09,9.51,2.65,2.44,0.07,0
16,80,Ballikurava,Andhra Pradesh,0,0,0.05,0.07,0.7,3.21,2.82,8.49,3.83,4.24,0.3,0
16,80.25,Parchur,Andhra Pradesh,0,0,0.02,0.12,0.61,3.23,2.77,8.53,6.98,5.15,0.91,0
16,80.5,Ponnur,Andhra Pradesh,0,0,0,0.01,1.03,6.71,4.87,7.16,5.81,3.1,0.77,0
16,80.75,Nagaram,Andhra Pradesh,0,0,0,0,0.88,7.15,5.52,8.87,5.45,3.72,0.92,0
16,81,Koduru,Andhra Pradesh,0,0,0.12,0,0.56,6.89,6.07,5.79,3.36,4.09,0.7,0
16.25,79.25,Veldurthi,Andhra Pradesh,0,0,0.96,0.14,1.04,4.52,2.71,6.97,3.93,2.18,0.03,0
16.25,79.5,Pullalacheruvu,Andhra Pradesh,0,0,0.09,0.19,1.43,4.61,4.44,8.41,3.52,2.06,0.04,0
16.25,79.75,Bollapalle,Andhra Pradesh,0,0,0,0.13,1.33,4.53,4.15,8.91,2.84,1.99,0.02,0
16.25,80,Narasaraopet,Andhra Pradesh,0,0,0.09,0.03,2.28,5.65,4.88,5.72,3.72,3.22,0.12,0
16.25,80.25,Edlapadu,Andhra Pradesh,0,0,0.3,0,1.85,5.75,4.59,4.16,4.54,4.43,0.22,0
16.25,80.5,Chebrolu,Andhra Pradesh,0,0,0.06,0,1.95,8.5,4.38,4.93,3.02,2.36,0.07,0
16.25,80.75,Kollipara,Andhra Pradesh,0,0,0.79,0,0.77,7.43,9.24,7.54,3.6,5.06,0.4,0
16.25,81,Movva,Andhra Pradesh,0,0,0.16,0,0.52,6.66,6.45,4.82,2.05,4.59,0.49,0
16.5,79.25,Macherla,Andhra Pradesh,0,0,0.62,0.01,1.46,5.79,3.79,5.51,3.22,1.41,0.01,0
16.5,79.5,Macherla,Andhra Pradesh,0,0,0.1,0.33,2.04,4.85,5.98,8.08,5.67,3.04,0.15,0
16.5,79.75,Dachepalle,Andhra Pradesh,0,0,0.04,0.18,1.58,5.27,4.72,8.4,3.09,2.05,0.01,0
16.5,80,Bellamkonda,Andhra Pradesh,0,0,0.29,0.01,1.99,6.76,5.49,6.31,4.44,2.77,0.07,0
16.5,80.25,Pedakurapadu,Andhra Pradesh,0,0,0.3,0.01,0.94,6.14,6.17,4.35,4.62,4.35,1.34,0
16.5,80.5,Thullur,Andhra Pradesh,0,0,0.28,0.02,0.68,5.93,8.05,5.04,4.29,3.45,2.07,0
16.5,80.75,Kankipadu,Andhra Pradesh,0,0,1.53,0,1.05,7.8,13.78,9.78,3.97,6.07,0.02,0
16.5,81,Nandivada,Andhra Pradesh,0,0,0.16,0,1.2,4.77,6.96,6.9,3.43,5.23,0.03,0
16.5,81.25,Kalidindi,Andhra Pradesh,0,0,0,0,0.14,4.72,8.6,4.68,3.6,3.4,0.05,0
16.5,81.5,Bhimavaram,Andhra Pradesh,0,0,0.01,0,0.64,3.97,6.71,4.58,5.96,5.43,0.15,0
16.5,81.75,Yelamanchili,Andhra Pradesh,0,0,0.03,0,0.67,8.13,8.56,9.27,5.63,7.19,0.26,0
16.5,82,Allavaram,Andhra Pradesh,0,0,0.06,0.15,1.02,8.67,8.07,9.54,4.85,6.34,0.15,0
16.75,80.25,Chandarlapadu,Andhra Pradesh,0,0,0.41,0.01,0.84,6.51,7.26,5.9,3.05,1.53,0.77,0
16.75,80.5,G.Konduru,Andhra Pradesh,0,0,0.1,0.06,0.99,6.45,7.27,6.58,4.51,4.27,0.66,0
16.75,80.75,Agiripalle,Andhra Pradesh,0,0,0.08,0.06,1.08,6.17,7.03,7.57,3.95,4.19,0.12,0
16.75,81,Pedavegi,Andhra Pradesh,0,0,0.1,0.06,0.52,4.96,6.65,8.34,2.36,3.24,0.26,0
16.75,81.25,Bhimadole,Andhra Pradesh,0,0,0.03,0.35,0.12,6.5,8.42,7.14,3.54,3.69,0.07,0
16.75,81.5,Pentapadu,Andhra Pradesh,0,0,0,0.11,1.26,3.58,9.73,7.27,3.29,3.05,0.08,0
16.75,81.75,Peravali,Andhra Pradesh,0,0,0.08,0.59,1.1,8,8.11,8.28,5.8,6.57,0.18,0
16.75,82,K. Gangavaram,Andhra Pradesh,0,0,0.13,0.93,0.95,6.83,7.6,5.53,4.06,4.74,0.09,0
16.75,82.25,Thallarevu,Andhra Pradesh,0,0,0.21,0.78,0.94,7.29,7.3,6.25,4.2,4.27,0.06,0
17,80.25,Vatsavai,Andhra Pradesh,0,0,0.43,0,1.05,7.35,6.4,7.13,3.83,1.33,0.14,0
17,80.5,Gampalagudem,Andhra Pradesh,0,0,0.09,0.02,0.73,6.85,6.55,6.92,4.24,2.69,0.16,0
17,80.75,Vissannapeta,Andhra Pradesh,0,0,0.37,0.04,1.01,6.35,7.61,7.88,3.75,3.7,0.15,0
17,81,Chintalapudi,Andhra Pradesh,0,0,0.75,0,0.4,5.7,8.26,9.56,3.41,4.2,0.23,0
17,81.25,Kamavarapukota,Andhra Pradesh,0,0,1.31,0.02,0.31,4.59,6.45,8.71,1.98,3.63,0.01,0
17,81.5,Devarapalle,Andhra Pradesh,0,0,0.56,0.28,1.27,4.82,6.07,4.17,5.73,7.03,0.09,0
17,81.75,Rajahmundry (Urban),Andhra Pradesh,0,0,0.14,0.14,4.08,7.51,6.94,6.94,4.07,3.08,0.01,0
17,82,Rangampeta,Andhra Pradesh,0,0,0.15,0.54,0.34,5.36,7.48,3.92,3.04,3.15,0.07,0
17,82.25,Kakinada (Rural),Andhra Pradesh,0,0,0.56,0.84,0.59,7.33,6.92,5.19,4.55,3.72,0.06,0
17.25,81.25,Jeelugu Milli,Andhra Pradesh,0,0,0.64,0.55,0.7,5.99,8.17,8.44,4.97,6.07,0.22,0
17.25,81.5,Buttayagudem,Andhra Pradesh,0,0,0.33,0.88,1.28,6.52,7.84,7.4,6.56,7.19,0.24,0
17.25,81.75,Devipatnam,Andhra Pradesh,0,0,0.33,0.4,1.94,7.84,6.76,5.9,5.64,2.4,0.18,0
17.25,82,Jaggampeta,Andhra Pradesh,0,0,0.03,0.41,1.21,9.78,8.3,4.7,6.26,1.53,0.5,0
17.25,82.25,Prathipadu,Andhra Pradesh,0,0,1.31,0.53,0.36,9.96,6.09,6.61,5.62,3.32,0.07,0
17.25,82.5,Thondangi,Andhra Pradesh,0,0,1.27,0.4,0.69,9.46,4.93,7.49,6.18,3.27,0.03,0
17.5,81.25,Velairpadu,Andhra Pradesh,0,0,0.12,0.47,0.74,8.9,10.28,9.91,4.14,2.64,0.09,0
17.5,81.5,Vararamachandrapuram,Andhra Pradesh,0,0,0.12,0.18,1.66,5.81,3.62,7.57,5.9,3.98,0.11,0
17.5,81.75,Maredumilli,Andhra Pradesh,0,0,0.11,0.27,1.78,6.72,4.97,7,5.88,3.7,0.19,0
17.5,82,Addateegala,Andhra Pradesh,0,0,0.45,0.42,1.32,8.9,6.83,5.96,7.05,2.43,0.35,0
17.5,82.25,Rajavommangi,Andhra Pradesh,0,0,1.16,0.43,0.96,9.04,5.09,7.45,7.27,3.57,0.08,0
17.5,82.5,Kotananduru,Andhra Pradesh,0,0,1.14,0.21,1.06,8.91,3.94,8.34,6.46,2.86,0.02,0
17.5,82.75,Yelamanchili,Andhra Pradesh,0,0,0.94,0.16,1.15,7.27,3.3,8.18,4.71,2.33,0.02,0
17.75,81.25,Chintur,Andhra Pradesh,0,0,0,0.02,0.48,10.7,12.23,8.59,4.25,2.19,0,0
17.75,81.5,Chintur,Andhra Pradesh,0,0,0.07,0.12,1.12,7.95,7.63,8.39,5.11,2.98,0.06,0
17.75,81.75,Maredumilli,Andhra Pradesh,0,0,0.16,0.28,1.93,6.14,5.45,6.82,6.83,2.86,0.27,0
17.75,82,Y. Ramavaram,Andhra Pradesh,0,0,0.44,0.43,2.44,4.75,5.12,7.16,8.74,3.03,0.32,0
17.75,82.25,Koyyuru,Andhra Pradesh,0,0,0.51,0.52,2.48,5.66,4.62,7.78,9.24,3.58,0.29,0
17.75,82.5,Koyyuru,Andhra Pradesh,0,0,0.8,0.32,1.6,8.21,3.34,8.5,8.61,3.58,0.05,0
17.75,82.75,Ravikamatham,Andhra Pradesh,0,0,0.64,0.36,1.42,5.69,2.91,7.42,4.87,2.74,0.01,0
17.75,83,Anakapalle,Andhra Pradesh,0,0,0.78,0,1.07,4.8,2.7,7.69,2.31,4.49,0.18,0
17.75,83.25,Visakhapatnam (Urban),Andhra Pradesh,0,0,0.62,0,0.53,4.36,3.12,8.87,1.82,2.44,0.23,0
18,82,Gudem Kotha Veedhi Mandal,Andhra Pradesh,0,0,0.38,0.69,2.49,6.12,7.36,10.91,9.48,3.69,0.31,0
18,82.5,G.Madugula,Andhra Pradesh,0,0,0.56,2.03,3.17,9.17,4.81,9.88,6.38,6.16,0.5,0.01
18,82.75,Paderu,Andhra Pradesh,0,0,1.66,0.99,3.19,4.57,2.34,12.18,5.73,7.5,0.17,0.05
18,83,Devarapalle,Andhra Pradesh,0,0,2.21,0.59,2.54,4.28,2.52,11.73,6.46,6.92,0.2,0.03
18,83.25,Jami,Andhra Pradesh,0,0,1.41,0,0.75,3.37,5.44,10.55,3.11,2.61,0.29,0
18,83.5,Bhogapuram,Andhra Pradesh,0,0,1.87,0.05,0.68,3.4,5.58,10.37,3.33,3.04,0.43,0
18.25,82.5,Peda Bayalu,Andhra Pradesh,0,0,0.34,1.8,1.8,8.04,5.52,9.52,5.66,7.02,0.56,0
18.25,82.75,Dumbriguda,Andhra Pradesh,0,0,0.98,1.31,1.68,5.89,4.58,10.38,5.59,7.83,0.51,0.01
18.25,83,Ananthagiri,Andhra Pradesh,0,0,1.13,0.05,2.52,4.41,4.13,12.51,7.34,6.3,0.87,0
18.25,83.25,Ananthagiri,Andhra Pradesh,0,0,1.21,0,0.84,3.42,4.92,12.01,5.93,3.95,1.02,0
