.,Longitude,District,State,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
19.75,85.25,Balugaon,Odisha,0.28,1.04,0.95,2.54,2.86,4.29,4.46,8.27,2.81,8.79,0.2,0
19.75,85.5,Krushna Prasad,Odisha,0.21,0.96,1.54,1.51,5.01,5.06,4.53,10.47,1.57,9.52,0.15,0
20,72.5,Unknown,Unknown,0,0,0,0,0,5.41,19.13,44.59,6.62,1.54,0,1
20,72.75,Dahanu Taluka,Maharashtra,0,0,0,0,0,5.04,17.89,45.18,6.63,1.54,0,0.94
20,73,Dahanu Taluka,Maharashtra,0,0,0,0,0,9.22,20.09,46.56,8.04,1.58,0,0.22
20,73.25,Jawhar Taluka,Maharashtra,0,0,0,0,0.04,13.79,17.2,35.32,8.83,2.51,0.01,0.31
20,73.5,Trimbakeshwar Subdistrict,Maharashtra,0,0,0.04,0,0.35,15.28,16.65,35.39,11.42,2.81,0.14,0.31
20,73.75,Nashik Subdistrict,Maharashtra,0,0,0.06,0,0.54,8.54,4.11,7.48,7.53,2.91,0.21,0.31
20,74,Niphad Taluka,Maharashtra,0,0,0.11,0,0.44,6.72,4.13,5.19,6.78,2.83,0.24,0.28
20,74.25,Niphad Taluka,Maharashtra,0,0,0.43,0,0.27,7.61,5.19,3.22,7.31,4.22,0.4,0.23
20,74.5,Yeola Taluka,Maharashtra,0,0,0.53,0,0.22,7.8,5.71,3.39,7.72,3.01,0.34,0.1
20,74.75,Vaijapur,Maharashtra,0,0,0.77,0.02,0.31,7.52,6.18,5.25,8.02,1.83,0.19,0.08
20,75,Unknown,Maharashtra,0,0,1.16,0.11,1.49,6.11,8.99,8.24,7.02,2.26,0.05,0.03
20,75.25,Khuldabad,Maharashtra,0,0,1.24,0.37,0.23,9.13,7.73,7.38,4.7,2.19,0,0.02
20,75.5,Chhatrapati Sambhajinagar,Maharashtra,0,0,0.79,0.05,0.2,6.6,6.3,5.73,4.81,0.76,0.01,0.01
20,75.75,Badnapur,Maharashtra,0,0,0.16,0.12,0.19,4.55,6.02,5.38,6.25,1.01,0.06,0
20,76,Deulgaon Raja,Maharashtra,0,0,0.47,0.2,0.18,6.28,7.21,6.97,6.26,0.88,0.12,0
20,76.25,Sindkhed Raja,Maharashtra,0,0,0.41,0.15,0.2,5.65,5.66,5.81,5.29,1.36,0.05,0
20,76.5,Lonar,Maharashtra,0.01,0,0.4,0.13,0.18,5.72,5.28,5.68,5.03,1.66,0.04,0
20,76.75,Risod,Maharashtra,0.26,0,0.69,0.11,0.54,6.76,8.23,7.41,5.71,2.78,0.02,0
20,77,Sengaon,Maharashtra,0.31,0,0.76,0.08,0.58,7.63,8.98,7.94,7.63,2.64,0.02,0
20,77.25,Washim,Maharashtra,0.19,0,0.65,0.15,0.2,6.65,7.67,7.02,6.53,2.95,0.04,0
20,77.5,Pusad,Maharashtra,0.33,0,0.55,0.2,0.19,5.51,7.37,7.33,5.3,2.56,0.04,0
20,77.75,Mahagaon,Maharashtra,0.45,0,0.75,0.23,0.1,4.94,7.9,7.8,2.6,1.17,0.04,0
20,78,Arni,Maharashtra,0.57,0,0.75,0.36,0.08,5.99,7.72,6.05,4.33,1.52,0.04,0
20,78.25,Ghatanji,Maharashtra,0.75,0.03,0.7,0.61,0.04,5.54,7.29,4.41,3.86,1.56,0.02,0
20,78.5,Kelapur,Maharashtra,0.87,0.01,0.76,0.66,0.07,3.89,6.93,4.05,3.4,1.53,0,0
20,78.75,Zari-Jamani,Maharashtra,1.06,0.01,1.21,0.6,0.28,3.41,7.85,4.13,3.22,1.21,0.01,0
20,79,Wani,Maharashtra,0.96,0.11,0.94,1.55,0.48,5.98,13.22,6.97,3.82,1.67,0.1,0
20,79.25,Chandrapur Taluka,Maharashtra,0.97,0.11,1.06,1.56,0.67,5.72,15.09,6.52,2.99,2.14,0.27,0
20,79.5,Chandrapur Taluka,Maharashtra,0.74,0.22,1.14,0.65,0.65,6.89,14.54,8.49,2.61,1,0.05,0.01
20,79.75,Mul Taluka,Maharashtra,0.77,0.13,0.67,0.09,0.25,5.23,11.13,10.25,3.38,2.01,0.34,0
20,80,Chamorshi Taluka,Maharashtra,0.71,0.01,0.54,0.01,0.17,4.45,9.74,12.59,4.15,1.97,0.34,0
20,80.25,Gadchiroli Taluka,Maharashtra,0.51,0,0.48,0,0.08,4.8,8.92,14.67,4.68,1.61,0.16,0
20,80.5,Etapalli Taluka,Maharashtra,0.51,0.6,0.44,0.15,0.48,6.85,7.65,16.45,5.26,1.9,0.01,0
20,80.75,Pakhanjur Tahsil,Chhattisgarh,0.61,0.99,0.74,0.25,0.8,8.63,7.04,15.47,5.18,2.36,0,0
20,81,Pakhanjur Tahsil,Chhattisgarh,0.89,1.09,0.81,0.4,0.85,9.02,8.25,15.76,5.94,2.65,0,0
20,81.25,Antagarh Tahsil,Chhattisgarh,0.78,0.82,1.25,0.48,1.12,8.98,7.39,13.41,5.02,2.37,0,0
20,81.5,Keskal Tahsil,Chhattisgarh,0.66,0.58,1.36,0.59,1.52,8.87,7.94,12.31,4.88,2.55,0,0
20,81.75,Bade Rajpur Tahsil,Chhattisgarh,0.79,0.23,1.3,1.33,2.64,8.48,11.61,12.63,6.97,3.55,0,0
20,82,Raighar,Odisha,0.3,0.25,1.62,1.36,2.59,9.12,12.41,8.22,6.09,3.84,0,0
20,82.25,Mainpur Tahsil,Chhattisgarh,0.27,0.41,1.96,1.6,2.15,9.36,11,8.19,6.17,3.87,0,0
20,82.5,Mainpur Tahsil,Chhattisgarh,0.25,0.76,1.97,1.33,2.27,10.15,10.55,10.32,5.67,3.52,0,0
20,82.75,Golamunda,Odisha,0.9,3.52,1.94,3.15,0.46,5.71,5.58,18.37,5.59,3.29,0.02,0
20,83,Kegaon,Odisha,0.42,1.97,1.93,1.54,0.74,7.76,8.56,10.35,5.15,3.72,0.08,0
20,83.25,Sadar,Odisha,0.31,1.55,2.08,1.83,2.02,8.2,9.3,11.85,5.36,5.69,0,0
20,83.5,Narala,Odisha,0.16,1.87,1.91,2.43,1.67,7.74,10.48,12.17,4.64,5.47,0,0
20,83.75,Tumudibandha,Odisha,0.25,1.82,4.63,3.72,1.69,8.11,10.59,11.79,5.72,6.25,0.07,0
20,84,Baliguda,Odisha,0.24,2.33,4.5,4.43,1.58,6.87,10.66,10.34,5.65,6.61,0.02,0
20,84.25,Raikia,Odisha,0.28,2.93,2.28,5.98,2.32,6.03,8.41,9.34,4.78,9.53,0.17,0
20,84.5,Bhanjanagar,Odisha,0.23,2.84,2.01,6.24,2.19,5.71,8.53,8.83,4.63,9.09,0.16,0
20,84.75,Jagannath Prasad,Odisha,0.08,2.09,0.78,3.29,1.18,6.18,8.19,9.61,7.04,6.31,0.02,0
20,85,Odagaon,Odisha,0.31,1.33,1.36,1.63,1.95,5.72,4.09,9.97,3.39,7,0.08,0
20,85.25,Ranapur,Odisha,0.27,1.19,1.19,1.35,1.76,6.36,4.67,9.77,3.31,6.79,0.05,0
20,85.5,Nirakarpur,Odisha,0.06,0.56,0.24,2.02,4.53,3.79,4.83,13.56,1.61,9.58,0.01,0
20,85.75,Delanga,Odisha,0.21,1.18,1.07,2.41,6.48,2.31,2.94,18.26,1.2,9.07,0.07,0
20,86,Nimapada,Odisha,0.6,0.5,1.55,0.95,6.66,3.78,3.31,14.86,4.45,9.76,0.42,0
20,86.25,Kakatpur,Odisha,0.39,0.88,1.29,3.44,8.38,3.77,4.41,18.07,3.95,10,0.18,0
20.25,72.75,Umbergaon Taluka,Gujarat,0,0,0.02,0,0,3.38,18.55,42.36,7.76,0.9,0,1.26
20.25,73,Nagar Haveli,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,0,7.37,15.03,43.94,10.86,1.38,0,0.05
20.25,73.25,Kaparada Taluka,Gujarat,0,0,0,0,0,9.72,13.16,39.16,12.19,1.41,0,0.33
20.25,73.5,Peth Taluka,Maharashtra,0,0,0.03,0,0.35,6.17,8.04,17.51,7.71,2.73,0.12,0.45
20.25,73.75,Dindori Taluka,Maharashtra,0,0,0.05,0,0.53,6.89,12.4,23.17,6.32,2.69,0.18,0.37
20.25,74,Chandwad Taluka,Maharashtra,0,0,0.13,0,0.45,4.97,5.51,6.97,8.32,2.64,0.19,0.31
20.25,74.25,Chandwad Taluka,Maharashtra,0,0,0.29,0,0.18,4.16,6.56,3.66,9.71,2.62,0.16,0.26
20.25,74.5,Nandgaon Taluka,Maharashtra,0,0,0.38,0.04,0.16,5.51,8.45,3.4,9.11,1.48,0.13,0.19
20.25,74.75,Nandgaon Taluka,Maharashtra,0,0,0.5,0.2,0.5,6.73,10.66,5.09,8.4,1.31,0.11,0.17
20.25,75,Unknown,Maharashtra,0,0,0.32,0.48,0.09,7.8,12.5,7.93,7.1,2.3,0.04,0.11
20.25,75.25,Unknown,Maharashtra,0,0,0.92,0.15,0.18,7.79,9.48,7.04,4.64,1.4,0.01,0.07
20.25,75.5,Unknown,Maharashtra,0,0,0.21,0.02,0.17,6.81,10.67,7.67,5.68,1.4,0.03,0.01
20.25,75.75,Bhokardan,Maharashtra,0,0,0.32,0.01,0.38,6.37,8.96,8.71,6.46,0.91,0.08,0
20.25,76,Jafferabad,Maharashtra,0,0,0.35,0.08,0.29,5.31,9.2,8.27,5.71,0.92,0.09,0.01
20.25,76.25,Unknown,Maharashtra,0,0,0.46,0.16,0.33,5.1,7.47,6.62,5.4,0.74,0.06,0.01
20.25,76.5,Mehkar,Maharashtra,0,0,0.43,0.18,0.3,4.85,6.87,6.12,5.78,0.81,0.05,0
20.25,76.75,Mehkar,Maharashtra,0.09,0,0.36,0.05,0.2,5.13,8.26,7.24,6.08,1.47,0.04,0.01
20.25,77,Malegaon,Maharashtra,0.18,0,0.59,0,0.17,7.9,8.88,7.23,7.57,2.6,0.02,0
20.25,77.25,Mangrulpir,Maharashtra,0.24,0,0.85,0,0.01,8.16,10.44,6.2,6.26,2.7,0.02,0
20.25,77.5,Manora,Maharashtra,0.43,0,0.72,0.15,0.1,5.63,10.05,6.55,4.32,2.05,0.02,0
20.25,77.75,Darwha,Maharashtra,0.46,0,0.84,0.32,0.14,4.88,7.89,5.19,3.68,1.91,0.02,0
20.25,78,Yavatmal,Maharashtra,0.59,0,0.93,0.38,0.06,5.36,6.86,4.19,3.76,1.46,0.03,0
20.25,78.25,Yavatmal,Maharashtra,0.61,0,0.65,0.43,0.03,5.03,6.59,3.61,3.86,1.48,0.05,0
20.25,78.5,Kelapur,Maharashtra,0.75,0,0.79,0.61,0.06,3.05,6.66,3.49,3.64,1.47,0.02,0
20.25,78.75,Unknown,Maharashtra,0.76,0.07,1.7,1.33,0.36,5.55,11.37,5.44,4.67,1.39,0.01,0
20.25,79,Warora Taluka,Maharashtra,0.8,0.11,1.39,1.38,0.41,5.76,11.27,6.17,4.39,1.27,0.05,0
20.25,79.25,Bhadravati Taluka,Maharashtra,0.51,0.17,1.35,0.7,0.66,5.88,11.62,9.68,3,1.23,0,0
20.25,79.5,Sindewahi Taluka,Maharashtra,0.33,0.38,1.37,0.33,0.08,4.74,10.22,9.66,3.07,1.72,0.01,0
20.25,79.75,Sindewahi Taluka,Maharashtra,0.67,0.07,1.48,0.05,0.55,5.38,10.17,11.23,4.91,3.07,0.75,0
20.25,80,Gadchiroli Taluka,Maharashtra,0.3,0.01,0.59,0,0.12,4.48,8.28,14.7,4.76,1.33,0.15,0
20.25,80.25,Unknown,Maharashtra,0.22,0.05,0.25,0,0.08,4.68,7.69,15.79,4.44,1.14,0.12,0
20.25,80.5,Manpur Tahsil,Chhattisgarh,0.09,0.51,0.58,0.02,0.64,6.79,5.32,15.59,3.6,1.39,0.07,0
20.25,80.75,Durgkondal Tahsil,Chhattisgarh,0.05,1.02,0.88,0,1.11,8.15,4.01,15.07,3.45,1.82,0.01,0
20.25,81,Bhanupratappur Tahsil,Chhattisgarh,0.12,1.09,1.01,0.02,1.2,8.55,4.37,14.59,3.5,1.96,0.01,0
20.25,81.25,Bhanupratappur Tahsil,Chhattisgarh,0.13,0.68,1.72,0,0.8,9.3,4.5,8.7,2.36,1.83,0,0
20.25,81.5,Kanker Tahsil,Chhattisgarh,0.18,1.01,1.55,0.04,1.3,9.22,5.85,11.05,2.84,1.98,0,0
20.25,81.75,Narharpur Tahsil,Chhattisgarh,0.26,1.26,1.41,0.14,1.96,8.96,7.94,12.7,3.57,2.34,0,0
20.25,82,Nagri Tahsil,Chhattisgarh,0.26,1.06,1.56,1.01,2.01,8.23,10.22,10.1,4.53,3.04,0,0
20.25,82.25,Mainpur Tahsil,Chhattisgarh,0.23,1.29,1.93,2.26,1.24,10.38,10.82,10.62,4.53,3.19,0,0
20.25,82.5,Boden,Odisha,0.24,1.62,1.96,3.14,1.31,7.97,8.93,13.17,4.33,3.53,0,0
20.25,82.75,Khariar,Odisha,0.22,1.42,2.03,1.86,1.16,9.24,11.28,12.13,3.62,3.43,0,0
20.25,83,Sindhekela,Odisha,0.15,1.1,1.23,2.53,1.28,3.37,9.72,13.31,3.63,2.02,0,0
20.25,83.25,Kesinga,Odisha,0.44,1.25,2.36,0.95,2.54,10.07,9.72,13.77,5.11,5.2,0,0
20.25,83.5,Madanpur Rampur,Odisha,0.22,1.26,1.6,1.45,1.47,8.64,11.02,15.67,6.08,4.28,0,0
20.25,83.75,Baliguda,Odisha,0.11,1.25,1.76,2.14,1.06,7.77,10.79,16.96,6.69,4.06,0,0
20.25,84,Baliguda,Odisha,0.34,3.1,4.29,5.16,0.68,6.7,9.28,14.69,7.59,7.03,0.18,0
20.25,84.25,Tikabali,Odisha,0.36,3.1,4.11,5.56,1.12,5.95,9.97,15.4,8.96,7.41,0.13,0
20.25,84.5,Chakapada,Odisha,0.41,2.2,2.11,8.15,1.14,6.96,5.51,13.94,5.71,8.2,0,0
20.25,84.75,Dasapalla,Odisha,0.42,2.02,1.55,4.37,1.42,7.07,7.92,10.44,4.44,7.35,0,0
20.25,85,Nayagarh Sadar,Odisha,0.3,2.1,1.87,2.42,1.76,6.87,4.87,10.38,2.94,6.68,0.01,0
20.25,85.25,Fategarh,Odisha,0.13,2.27,2.41,2.14,2.82,7.48,6.24,17.91,3.14,4.41,0.15,0
20.25,85.5,Khordha,Odisha,0.39,2.68,1.76,2.66,5.85,3.39,4.02,18.64,5.54,7.74,0.07,0
20.25,85.75,Tamando,Odisha,0.33,2.91,0.84,3.33,7.23,4.34,6.38,24.35,2.39,14.03,0.04,0
20.25,86,Gobindpur,Odisha,0.17,0.81,0.88,6.71,6.81,5.01,6.33,20.2,2.07,9.22,0,0
20.25,86.25,Tirtol,Odisha,0.23,0.76,1.74,5.35,9.1,4.65,4.78,22.45,3.33,10.52,0.01,0
20.25,86.5,Kujang,Odisha,0.68,0.99,2.22,4.35,11.5,4.16,7.65,20.71,4.78,9.57,0.21,0
20.5,72.75,Valsad,Gujarat,0,0,0.05,0,0,3.02,16.53,32.03,7.43,0.67,0,0.9
20.5,73,Pardi Taluka,Gujarat,0,0,0,0,0,7.76,9.29,37.32,11.26,0.82,0,1.26
20.5,73.25,Dharampur Taluka,Gujarat,0,0,0,0,0,8.11,9.42,35.51,11.75,1.11,0,1.22
20.5,73.5,Surgana Taluka,Maharashtra,0,0,0.01,0,0.16,5.85,9.5,22.58,8.99,3.27,0.05,1.28
20.5,73.75,Surgana Taluka,Maharashtra,0,0,0.04,0,0.3,5.08,8.14,14.44,6.68,2.74,0.1,0.72
20.5,74,Kalwan Taluka,Maharashtra,0,0,0.2,0,0.25,4.61,6.2,5.89,6.46,3.18,0.13,0.38
20.5,74.25,Deola Taluka,Maharashtra,0,0,0.25,0,0.03,6.09,8.49,4.37,7.33,2.45,0.02,0.23
20.5,74.5,Malegaon Taluka,Maharashtra,0,0,0.27,0.01,0,8.24,8.57,4.43,7.98,0.22,0.01,0.08
20.5,74.75,Nandgaon Taluka,Maharashtra,0,0,0.27,0.14,0.1,7.17,11.12,4.38,8.24,1.02,0.04,0.34
20.5,75,Chalisgaon,Maharashtra,0,0,0.56,0.27,0.27,6.59,10.71,5.6,7.58,1.28,0.01,0.3
20.5,75.25,Soegaon,Maharashtra,0,0,0.45,0.21,0.09,5.41,7.55,6.11,5.76,0.68,0.01,0.19
20.5,75.5,Unknown,Maharashtra,0.03,0,0.39,0.01,0.22,6.37,9.26,7.23,5.65,1.04,0.06,0.11
20.5,75.75,Unknown,Maharashtra,0.04,0,0.41,0.07,0.41,6.58,8.77,8.02,5.51,0.98,0.1,0.02
20.5,76,Unknown,Maharashtra,0,0,0.6,0.17,0.5,6.35,8.81,7.19,3.89,0.91,0.14,0.02
20.5,76.25,Unknown,Maharashtra,0.03,0,0.71,0.1,0.34,4.9,8.19,6.48,4.13,0.7,0.11,0.02
20.5,76.5,Khamgaon,Maharashtra,0.03,0,0.77,0.02,0.14,3.67,7.62,4.94,4.38,0.85,0.08,0.01
20.5,76.75,Patur,Maharashtra,0.01,0,0.17,0,0.01,3.55,8.19,6.93,4.44,1.05,0.05,0.02
20.5,77,Patur,Maharashtra,0.05,0,0.28,0,0.04,4.71,7.9,5.79,3.48,1.32,0.02,0.01
20.5,77.25,Barshitakli,Maharashtra,0.14,0,0.43,0.02,0.01,5.87,8.54,4.87,4.12,1.76,0.04,0
20.5,77.5,Karanja,Maharashtra,0.37,0,1.07,0.19,0.11,5.02,9.98,5.73,4.35,1.93,0.02,0
20.5,77.75,Ner,Maharashtra,0.37,0,1.62,0.25,0.14,5.25,8.7,4.97,4.41,1.16,0.02,0
20.5,78,Yavatmal,Maharashtra,0.54,0,1.48,0.32,0.09,3.63,9.6,4.58,2.19,1.86,0.08,0.03
20.5,78.25,Babulgaon,Maharashtra,0.6,0,0.73,0.37,0.07,3.19,6.93,3.99,3.02,1.37,0.09,0.01
20.5,78.5,Kalamb,Maharashtra,0.81,0,0.93,0.43,0.22,3.71,8.9,5.07,3.62,0.94,0.04,0
20.5,78.75,Hinganghat,Maharashtra,0.75,0.01,1.21,0.5,0.36,4.24,9.24,5.9,3.68,0.71,0.05,0
20.5,79,Samudrapur,Maharashtra,0.47,0.04,1.41,0.77,0.85,5.69,10.06,8.87,3.2,0.81,0.03,0
20.5,79.25,Chimur Taluka,Maharashtra,0.38,0.06,1.4,0.78,1.08,6.15,10.44,10.42,2.81,0.83,0.01,0
20.5,79.5,Chimur Taluka,Maharashtra,0.24,0.19,1.3,0.36,1.08,5.16,7.23,9.39,1.81,0.85,0,0
20.5,79.75,Nagbhir Taluka,Maharashtra,0.24,0.02,0.7,0.01,0.07,5.28,8.1,11.94,4.16,2.93,0,0
20.5,80,Armori Taluka,Maharashtra,0.37,0,0.85,0,0.38,6.26,8.3,17.52,4.53,1.94,0.12,0
20.5,80.25,Kurkheda Taluka,Maharashtra,0.22,0.21,0.28,0.01,0.2,5.83,6.65,17.23,3.57,1.42,0.24,0
20.5,80.5,Korchi Taluka,Maharashtra,0.14,0.76,0.6,0.06,0.73,7.7,4.89,15.15,2.38,1.25,0.25,0
20.5,80.75,Mohla Tahsil,Chhattisgarh,0.17,1.68,1.06,0.01,1.5,8.51,4.69,14.82,3.38,1.75,0.04,0
20.5,81,Dondi Tahsil,Chhattisgarh,0.29,2.4,1.38,0,1.92,9.04,5.25,14.44,3.47,1.97,0.04,0
20.5,81.25,Dondi Tahsil,Chhattisgarh,0.33,1.79,1.63,0.13,1.81,10.88,6.27,14.88,2.7,1.82,0.02,0
20.5,81.5,Charama Tahsil,Chhattisgarh,0.32,1.51,1.52,0.12,1.73,10.17,6.87,13.96,2.83,1.86,0.01,0
20.5,81.75,Nagri Tahsil,Chhattisgarh,0.3,1.45,1.17,0.02,2.26,7.71,8.96,12.47,4.15,2.59,0,0
20.5,82,Nagri Tahsil,Chhattisgarh,0.2,1.33,1.4,0.32,1.97,7.74,8.68,11.71,4.31,2.61,0,0
20.5,82.25,Bindranavagarh(Gariyaband) Tahsil,Chhattisgarh,0.12,1.42,2.3,2.08,0.76,9.77,7.4,11.41,4.43,2.55,0,0
20.5,82.5,Komna,Odisha,0.06,1.42,2.41,2.82,0.85,11.04,8.67,12.06,5.49,3.55,0,0
20.5,82.75,Turekela,Odisha,0.2,2.11,2.23,1.3,0.88,10.43,6.75,12.83,4.83,4.8,0,0
20.5,83,Belpara,Odisha,0.17,2.29,2.49,1.58,1.56,12.12,7.2,14.53,4.84,4.25,0,0
20.5,83.25,Saintala,Odisha,0.48,2,3.23,2.62,1.92,12.15,7.25,17.08,5.9,1.63,0,0
20.5,83.5,Tushura,Odisha,0.5,3.09,1.13,1.86,0.97,12.82,10.78,16.51,5.27,2.51,0,0
20.5,83.75,Kantamal,Odisha,0.29,2.15,2.97,4.17,0.97,10.06,8.01,20.67,7.07,3.91,0,0
20.5,84,Gochhapada,Odisha,0.33,2.59,3.86,7.23,0.86,8.4,6.79,20.32,7.06,4.18,0.01,0
20.5,84.25,Khajuripada,Odisha,0.14,2.2,3.49,6.06,1.02,6.07,11.26,16.88,5.14,4.89,0.04,0
20.5,84.5,Puruna Katak,Odisha,0.34,2.08,2.01,6.04,1.19,7.3,7.51,14.23,4.86,5.87,0,0
20.5,84.75,Gania,Odisha,0.43,2.26,1.54,4.71,1.2,7.65,5.75,13.83,5.12,4.67,0,0
20.5,85,Narasinghpur,Odisha,0.4,2.4,2.38,3.35,3.55,8.85,6.56,15.37,4.76,5.36,0.02,0
20.5,85.25,Kanpur,Odisha,0.19,2.48,2.99,2.98,4.01,5.31,6.98,19.32,3.78,3.5,0.07,0
20.5,85.5,Tigiria,Odisha,0.55,1.36,3.69,3.22,7.75,6.61,4.16,14.41,3.42,5.84,0.01,0
20.5,85.75,Choudwar,Odisha,0.36,1.18,2.83,4.09,4.13,3.8,4.08,17.79,4.02,6.87,0.03,0
20.5,86,Jagatpur,Odisha,0.28,1.23,3.14,4.72,4.26,5.04,5,25.86,1.33,10.36,0,0
20.5,86.25,Nischintakoili,Odisha,0.55,0.53,3.36,3.43,6.37,6.36,4.79,24.92,3.15,7.39,0.32,0
20.5,86.5,Kendrapara Sadar,Odisha,0.74,0.53,1.85,4.3,9.22,6.52,5.71,20.69,5.2,8.81,0.52,0
20.5,86.75,Mahakalapada,Odisha,0.62,0.57,1.88,4.59,8.43,6.02,5.12,20.76,4.34,10.8,0.39,0
20.75,70.75,Kodinar Taluka,Gujarat,0,0,0.01,0,0,5.4,15.69,20.2,7.7,0.34,0,0.69
20.75,71,Una Taluka,Gujarat,0,0,0,0,0,3.88,12.16,18.73,7.82,0.83,0,0.61
20.75,72.75,Valsad,Gujarat,0,0,0.03,0,0,3.1,20.83,39.76,9.03,0.16,0,1.54
20.75,73,Gandevi Taluka,Gujarat,0,0,0.02,0,0,3.65,16.83,41.22,9.6,0.17,0,1.4
20.75,73.25,Vansda Taluka,Gujarat,0,0,0,0,0,4.37,6.65,36.42,9.93,0.26,0,2.55
20.75,73.5,Vaghai Taluka,Gujarat,0,0,0,0,0,5.17,8.86,27.39,9.01,2.37,0,2.26
20.75,73.75,Ahava Taluka,Gujarat,0,0,0,0,0,4.23,5.86,12.31,7.23,3.15,0,1.86
20.75,74,Baglan Taluka,Maharashtra,0,0,0.13,0,0.12,3.24,3.95,9.69,6.78,3.02,0.04,0.97
20.75,74.25,Baglan Taluka,Maharashtra,0,0,0.23,0,0,6.2,7.76,5.08,5.84,2.5,0,0.77
20.75,74.5,Malegaon Taluka,Maharashtra,0,0,0.22,0.01,0,8.95,8.21,4.46,8.67,0.44,0.01,0.46
20.75,74.75,Dhule Taluka,Maharashtra,0,0,0.14,0.03,0,10.47,7.57,5.97,10.11,0.53,0.02,0.65
20.75,75,Parola,Maharashtra,0,0,0.3,0.12,0.04,7.39,6.1,8.75,7.25,0.12,0,0.27
20.75,75.25,Bhadgaon,Maharashtra,0,0,0.18,0.08,0.03,4.92,6.74,5.73,5,0.39,0.02,0.21
20.75,75.5,Pachora,Maharashtra,0.01,0,0.12,0,0.02,5.79,9.31,6.16,3.59,1.17,0.03,0.14
20.75,75.75,Jamner,Maharashtra,0.04,0,0.43,0.07,0.06,6.03,9.21,5.93,3.28,1.31,0.11,0.02
20.75,76,Motala,Maharashtra,0.09,0,0.73,0.02,0.27,4.28,6.38,5.08,2.04,0.65,0.09,0.02
20.75,76.25,Nandura,Maharashtra,0.07,0,0.96,0,0.14,4.7,7.53,5.56,3.68,0.53,0.07,0.02
20.75,76.5,Khamgaon,Maharashtra,0.03,0,0.75,0,0.2,4.02,7.76,3.92,4.32,0.82,0.04,0.01
20.75,76.75,Shegaon,Maharashtra,0.01,0,0.29,0,0.12,3.9,6.49,4.7,2.06,1,0.01,0
20.75,77,Akola,Maharashtra,0.03,0,0.22,0,0.08,3.67,6.6,4.55,1.37,0.72,0.02,0
20.75,77.25,Akola,Maharashtra,0.06,0,0.03,0,0,2.58,6.05,3.57,1.73,0.48,0.07,0
20.75,77.5,Unknown,Maharashtra,0.38,0,0.8,0.04,0.16,4.85,9.72,6.16,3.93,1.76,0.08,0.01
20.75,77.75,Nandgaon-Khandeshwar,Maharashtra,0.34,0,0.85,0.02,0.06,5.17,11.54,6.88,3.9,2.95,0.1,0
20.75,78,Chandur Railway,Maharashtra,0.25,0,1.15,0.03,0.01,4.74,6.9,5.86,3.98,1.17,0.04,0
20.75,78.25,Dhamangaon Railway,Maharashtra,0.85,0.01,1.23,0.61,0.3,5.36,8.93,7.72,4.27,1.59,0.14,0.01
20.75,78.5,Wardha,Maharashtra,0.6,0.04,1.38,0.61,0.45,4.37,9.72,7.87,4.38,1.49,0.11,0
20.75,78.75,Seloo,Maharashtra,0.68,0,1.19,0.29,0.42,3.97,7.64,6.63,3.37,0.58,0.1,0
20.75,79,Unknown,Maharashtra,0.75,0.23,1.3,0.29,0.69,4.71,7.02,9.89,3.34,0.67,0.19,0
20.75,79.25,Bhiwapur Taluka,Maharashtra,0.88,0.45,1.51,0.17,0.54,5.85,7.04,12.58,3.3,0.79,0.2,0
20.75,79.5,Bhiwapur Taluka,Maharashtra,0.63,0.45,1.37,0.2,0.38,7.37,7.93,13.36,2.45,0.81,0.07,0
20.75,79.75,Lakhandur Taluka,Maharashtra,0.61,0.36,1.08,0.09,0.25,5.89,6.05,14.06,2.34,0.36,0.05,0
20.75,80,Arjuni Morgaon Taluka,Maharashtra,0.43,0.15,0.57,0,0.29,6.45,7.22,18.19,3.83,1.58,0.2,0
20.75,80.25,Arjuni Morgaon Taluka,Maharashtra,0.17,0.43,0.12,0.01,0.08,6.29,4.77,17.91,2.3,1.56,0.45,0
20.75,80.5,Korchi Taluka,Maharashtra,0.22,0.84,0.86,0.16,1.54,9.83,5.78,12.37,2.04,0.82,0.14,0
20.75,80.75,Ambagarh Tahsil,Chhattisgarh,0.23,2.1,1.29,0.03,1.03,7.16,4.92,11.72,2.62,0.71,0.08,0
20.75,81,Dondi Luhara Tahsil,Chhattisgarh,0.55,3.71,1.79,0,3.14,10.89,6.58,15.54,3.87,2.6,0.07,0
20.75,81.25,Balod Tahsil,Chhattisgarh,0.44,2.3,1.58,0.23,2.22,11.67,7.42,18.16,2.67,1.61,0.03,0
20.75,81.5,Dhamtari Tahsil,Chhattisgarh,0.49,2.11,1.39,0.23,2.26,10.75,8.24,17.07,3.03,1.76,0.01,0
20.75,81.75,Dhamtari Tahsil,Chhattisgarh,0.33,1.67,1.08,0.03,2.17,7.73,9.19,12.86,4.17,2.46,0,0
20.75,82,Chhura Tahsil,Chhattisgarh,0.24,1.75,1.38,0.09,1.73,8.07,8.78,12.58,4.15,2.17,0,0
20.75,82.25,Chhura Tahsil,Chhattisgarh,0.18,1.61,2.11,0.9,0.79,10.04,6.11,12.2,3.91,1.22,0,0
